LOCCODE,PREK_TYPE,BOROUGH,DISTRICT,NAME,NOTE,PHONE,ADDRESS,ZIP,DAY_LENGTH,AREA_NAME,SEATS,X,Y,EMAIL,WEBSITE,MEALS,INDOOR_OUTDOOR,EXTENDED_DAY,SEMS_CODE,BUTTON_TYPE
X003,DOE,X,10,P.S. 3 Raul Julia Micro Society,,7185841899,2100 Lafontaine Avenue,10457,1,East Tremont,36,1014049,248936,asia@schools.nyc.gov,schools.nyc.gov/schoolportals/10/x003,2,3,3,10X003,apply
X004,DOE,X,9,P.S./M.S. 4 Crotona Park West,,7185836655,1701 Fulton Avenue,10457,1,Claremont-Bathgate,36,1012506,245838,vresto@schools.nyc.gov,schools.nyc.gov/schoolportals/09/x004,3,3,2,09X004,apply
X005,DOE,X,7,P.S. 5 Port Morris,,7182922683,564 Jackson Avenue,10455,1,Melrose South-Mott Haven North,36,1009471,235753,tcozzocrea@schools.nyc.gov,schools.nyc.gov/schoolportals/07/x005,2,3,3,07X005,apply
X006,DOE,X,12,P.S. 6 West Farms,,7185427676,1000 East Tremont Avenue,10460,1,East Tremont,72,1016981,245609,jyoung6@schools.nyc.gov,schools.nyc.gov/schoolportals/12/x006,2,3,3,12X006,apply
X009,DOE,X,10,P.S. 9 Ryer Avenue Elementary School,,7185843291,230 East 183rd Street,10458,1,Fordham South,72,1012207,251546,jbailey5@schools.nyc.gov,www.ps9online.org,3,1,3,10X009,apply
X016,DOE,X,11,P.S. 16 Wakefield,,7183241262,4550 Carpenter Avenue,10470,1,Woodlawn-Wakefield,54,1024381,268009,ywillia5@schools.nyc.gov,schools.nyc.gov/schoolportals/11/x016,2,7,2,11X016,apply
X018,DOE,X,7,P.S. 18 John Peter Zenger,,7182922868,502 Morris Avenue,10451,1,Mott Haven-Port Morris,36,1005493,236743,lsewell3@schools.nyc.gov,schools.nyc.gov/schoolportals/07/x018,2,3,2,07X018,apply
X020,DOE,X,10,"P.S./M.S. 20 P.O. George J. Werdann, III",,7185159370,3050 Webster Avenue,10467,1,Norwood,18,1017750,256266,jriley3@schools.nyc.gov,schools.nyc.gov/schoolportals/10/x020,2,7,3,10X020,apply
X023,DOE,X,10,P.S. 23 The New Children's School,,7185843992,2151 Washington Avenue,10457,1,Claremont-Bathgate,54,1013369,250044,storres3@schools.nyc.gov,schools.nyc.gov/schoolportals/10/x023,2,3,2,10X023,apply
X025,DOE,X,7,P.S. 25 Bilingual School,,7182922995,811 East 149th Street,10455,1,Melrose South-Mott Haven North,36,1010253,235350,ctoledo@schools.nyc.gov,schools.nyc.gov/schoolportals/07/x025,2,3,3,07X025,apply
X028,DOE,X,9,P.S. 28 Mount Hope,,7185836444,1861 Anthony Avenue,10457,1,Mount Hope,54,1010942,248262,sbeckle@schools.nyc.gov,schools.nyc.gov/schoolportals/09/x028,3,3,3,09X028,apply
X029,DOE,X,7,P.S./M.S. 29 Melrose School,,7182923785,758 Courtlandt Avenue,10451,1,Melrose South-Mott Haven North,36,1007145,238588,inquiries@psms29.com,schools.nyc.gov/schoolportals/07/x029,2,3,3,07X029,apply
X030,DOE,X,7,P.S. 30 Wilton,,7182928817,510 East 141st Street,10454,1,Mott Haven-Port Morris,54,1007065,234163,dmichau@schools.nyc.gov,schools.nyc.gov/schoolportals/07/x030,3,3,3,07X030,apply
X031,DOE,X,7,P.S./M.S. 31 The William Lloyd Garrison,,7182924397,250 East 156th Street,10451,1,East Concourse-Concourse Village,54,1005940,239186,jhunnew@schools.nyc.gov,schools.nyc.gov/schoolportals/07/x031,2,1,3,07X031,apply
X032,DOE,X,10,P.S. 32 Belmont,,7185843645,690 East 183rd Street,10458,1,Belmont,36,1015806,249742,rbookman@schools.nyc.gov,schools.nyc.gov/schoolportals/10/x032,5,9,2,10X032,apply
X033,DOE,X,10,P.S. 33 Timothy Dwight,,7185843926,2424 Jerome Avenue,10468,1,Fordham South,54,1011424,253288,lsantos4@schools.nyc.gov,schools.nyc.gov/schoolportals/10/x033,3,7,2,10X033,apply
X036,DOE,X,8,P.S. 36 Unionport,,7188225345,1070 Castle Hill Avenue,10472,1,Westchester-Unionport,54,1025643,241465,emaresca@schools.nyc.gov,schools.nyc.gov/schoolportals/08/x036,2,7,2,08X036,apply
X042,DOE,X,9,P.S. 42 Claremont,,7185837366,1537 Washington Avenue,10457,1,Claremont-Bathgate,36,1011094,244703,osolis@schools.nyc.gov,www.theclaremontschool.org,3,3,3,09X042,apply
X043,DOE,X,7,P.S. 43 Jonas Bronck,,7182924502,165 Brown Place,10454,1,Mott Haven-Port Morris,72,1006066,233062,gdelucc@schools.nyc.gov,schools.nyc.gov/schoolportals/07/x043,2,3,2,07X043,apply
X044,DOE,X,12,P.S. 44 David C. Farragut,,7185832360,1825 Prospect Avenue,10457,1,East Tremont,36,1014377,246090,mharrow2@schools.nyc.gov,schools.nyc.gov/schoolportals/12/x044,2,2,2,12X044,apply
X048,DOE,X,8,P.S. 48 Joseph R. Drake,,7185894312,1290 Spofford Avenue,10474,1,Hunts Point,108,1015542,236014,rcardon2@schools.nyc.gov,schools.nyc.gov/schoolportals/08/x048,3,3,3,08X048,apply
X049,DOE,X,7,P.S. 49 Willis Avenue,,7182924623,383 East 139th Street,10454,1,Mott Haven-Port Morris,54,1005537,234422,fhernandez2@schools.nyc.gov,schools.nyc.gov/schoolportals/07/x049,2,3,3,07X049,apply
X051,DOE,X,10,P.S. 51 Bronx New School,,7187330347,695 East 182nd Street,10457,1,Belmont,36,1015513,249218,mhong@schools.nyc.gov,schools.nyc.gov/schoolportals/10/x051,2,1,3,10X051,apply
X053,DOE,X,9,P.S. 53 Basheer Quisim,,7186817276,360 East 168th Street,10456,1,East Concourse-Concourse Village,72,1008763,242725,cwolfe@schools.nyc.gov,schools.nyc.gov/schoolportals/09/x053,2,3,3,09X053,apply
X054,DOE,X,10,P.S./I.S. 54,,7185844203,2703 Webster Avenue,10458,1,Bedford Park-Fordham North,54,1015276,254268,mferrei@schools.nyc.gov,schools.nyc.gov/schoolportals/10/x054,3,3,2,10X054,apply
X055,DOE,X,9,P.S. 55 Benjamin Franklin,,7186816227,450 Saint Paul's Place,10456,1,Claremont-Bathgate,72,1010534,244016,ltorres2@schools.nyc.gov,schools.nyc.gov/schoolportals/09/x055,2,3,3,09X055,apply
X057,DOE,X,12,P.S. 57 Crescent,,7183679446,2111 Crotona Avenue,10457,1,East Tremont,36,1015081,248418,mblandino-sanchez@schools.nyc.gov,www.ps57crescent.com,3,3,3,12X057,apply
X058,DOE,X,9,P.S. 58,,7185836866,459 East 176th Street,10457,1,Claremont-Bathgate,36,1012121,247573,vgunn@schools.nyc.gov,schools.nyc.gov/schoolportals/09/x058,2,7,3,09X058,apply
X059,DOE,X,10,P.S. 59 The Community School of Technology,,7185844730,2185 Bathgate Avenue,10457,1,Claremont-Bathgate,72,1013706,249984,sbasu@schools.nyc.gov,schools.nyc.gov/schoolportals/10/x059,2,3,3,10X059,apply
X061,DOE,X,12,P.S. 61 Francisco Oller,,7185427230,1550 Crotona Park East,10460,1,Crotona Park East,36,1013909,244082,pquigle@schools.nyc.gov,schools.nyc.gov/schoolportals/12/x061,2,3,3,12X061,apply
X062,DOE,X,8,P.S. 62 Inocensio Casanova,,7185851617,660 Fox Street,10455,1,Longwood,54,1011762,235866,lmanfre2@schools.nyc.gov,schools.nyc.gov/schoolportals/08/x062,2,3,3,08X062,apply
X063,DOE,X,9,P.S. 63 Author's Academy,,7185893058,1260 Franklin Avenue,10456,1,Morrisania-Melrose,54,1011175,242046,rdiaz15@schools.nyc.gov,schools.nyc.gov/schoolportals/09/x063,2,3,2,09X063,apply
X065,DOE,X,7,P.S. 65 Mother Hale Academy,,7182924628,677 East 141st Street,10454,1,Mott Haven-Port Morris,36,1008409,233423,jgonzalez@schools.nyc.gov,schools.nyc.gov/schoolportals/07/x065,2,3,3,07X065,apply
X066,DOE,X,12,P.S. 66 School of Higher Expectations,,7183192820,1001 Jennings Street,10460,1,Crotona Park East,72,1015495,242113,nintriago@schools.nyc.gov,schools.nyc.gov/schoolportals/12/x066,2,3,2,12X066,apply
X067,DOE,X,12,P.S. 67 Mohegan School,,7188234101,2024 Mohegan Avenue,10460,1,East Tremont,72,1016127,246770,yalmodovar2@schools.nyc.gov,schools.nyc.gov/schoolportals/12/x067,2,3,3,12X067,apply
X068,DOE,X,11,P.S. 68 Bronx,,7183242854,4011 Monticello Avenue,10466,1,Woodlawn-Wakefield,18,1028910,264201,nrobinson@schools.nyc.gov,schools.nyc.gov/schoolportals/11/x068,2,7,2,11X068,apply
X069,DOE,X,8,P.S. 69 Journey Prep School,,7183784736,560 Thieriot Avenue,10473,1,Soundview-Castle Hill-Clason Point-Harding Park,36,1022751,236851,sdurant@schools.nyc.gov,schools.nyc.gov/schoolportals/08/x069,2,3,3,08X069,apply
X072,DOE,X,8,P.S. 72 Dr. William Dorney,,7188225311,2951 Dewey Avenue,10465,1,Schuylerville-Throgs Neck-Edgewater Park,72,1034554,239026,mcolon@schools.nyc.gov,schools.nyc.gov/schoolportals/08/x072,2,3,2,08X072,apply
X073,DOE,X,9,P.S. 73 Bronx,<p><strong> Dual Language</strong>: Spanish</p>,7186816776,1020 Anderson Avenue,10452,1,Highbridge,54,1004496,242663,vbueno@schools.nyc.gov,schools.nyc.gov/schoolportals/09/x073,2,3,3,09X073,apply
X075,DOE,X,8,P.S. 75 School of Research and Discovery,,7188601630,984 Faile Street,10459,1,Hunts Point,72,1014851,239035,marriet@schools.nyc.gov,schools.nyc.gov/schoolportals/08/x075,2,3,3,08X075,apply
X077,DOE,X,10,Bedford Park Elementary School,,7186966400,3177 Webster Avenue,10467,1,Norwood,36,1018717,257196,cheredi@schools.nyc.gov,schools.nyc.gov/schoolportals/10/x077,2,3,3,10X077,apply
X078,DOE,X,11,P.S. 78 Anne Hutchinson,,7186521244,1400 Needham Avenue,10469,1,Eastchester-Edenwald-Baychester,36,1025409,259402,cskerri@schools.nyc.gov,schools.nyc.gov/schoolportals/11/x078,2,3,3,11X078,apply
X085,DOE,X,10,P.S. 85 Great Expectations,,7185845275,2400 Marion Avenue,10458,1,Fordham South,90,1013310,252288,thusted@schools.nyc.gov,schools.nyc.gov/schoolportals/10/x085,5,9,2,10X085,apply
X086,DOE,X,10,P.S. 86 Kingsbridge Heights,,7185845585,2756 Reservoir Avenue,10468,1,Van Cortlandt Village,36,1012256,256198,ftyson@schools.nyc.gov,schools.nyc.gov/schoolportals/10/x086,5,9,2,10X086,apply
X089,DOE,X,11,P.S. 89 Bronx,,7186530835,980 Mace Avenue,10469,1,Bronxdale,54,1023144,253743,rmartin72@schools.nyc.gov,schools.nyc.gov/schoolportals/11/x089,2,3,3,11X089,apply
X092,DOE,X,12,P.S. 92 Bronx,,7187317900,700 East 179th Street,10457,1,East Tremont,36,1014735,247776,ylugo@schools.nyc.gov,schools.nyc.gov/schoolportals/12/x092,2,3,3,12X092,apply
X093,DOE,X,8,P.S. 93 Albert G. Oliver,,7184301700,1535 Story Avenue,10473,1,Soundview-Castle Hill-Clason Point-Harding Park,72,1018316,238696,jkaplan15@schools.nyc.gov,schools.nyc.gov/schoolportals/08/x093,3,3,3,08X093,apply
X097,DOE,X,11,P.S. 97 Bronx,,7186554446,1375 Mace Avenue,10469,1,Allerton-Pelham Gardens,18,1026628,253670,kbornka@schools.nyc.gov,schools.nyc.gov/schoolportals/11/x097,5,9,3,11X097,apply
X100,DOE,X,8,P.S. 100 Isaac Clason,,7188421461,800 Taylor Avenue,10473,1,Soundview-Castle Hill-Clason Point-Harding Park,36,1022175,238568,caltman3@schools.nyc.gov,schools.nyc.gov/schoolportals/08/x100,2,7,3,08X100,apply
X106,DOE,X,11,P.S. 106 Parkchester,,7188921006,1514 Olmstead Avenue,10462,1,Parkchester,36,1024325,244024,emontal@schools.nyc.gov,schools.nyc.gov/schoolportals/11/x106,5,9,3,11X106,apply
X107,DOE,X,8,P.S. 107,,7188608760,1695 Seward Avenue,10473,1,Soundview-Castle Hill-Clason Point-Harding Park,18,1020683,237494,khamm2@schools.nyc.gov,www.ps107x.org,2,3,2,08X107,apply
X108,DOE,X,11,P.S. 108 Philip J. Abinanti,,7188639829,1166 Neill Avenue,10461,1,Pelham Parkway,18,1024853,250711,csperra@schools.nyc.gov,schools.nyc.gov/schoolportals/11/x108,5,9,3,11X108,apply
X109,DOE,X,9,P.S. 109 Sedgwick,<p><strong> Dual Language</strong>: Spanish</p>,7185838878,1771 Popham Avenue,10453,1,University Heights-Morris Heights,54,1006788,249481,jclaudi@schools.nyc.gov,schools.nyc.gov/schoolportals/09/x109,2,3,3,09X109,apply
X110,DOE,X,9,P.S. 110 Theodore Schoenfeld,,7188610759,580 Crotona Park South,10456,1,Morrisania-Melrose,36,1011714,243610,dperez@schools.nyc.gov,schools.nyc.gov/schoolportals/09/x110,2,3,2,09X110,apply
X111,DOE,X,11,P.S. 111 Seton Falls,,7188812418,3740 Baychester Avenue,10466,1,Eastchester-Edenwald-Baychester,54,1028422,261508,aburrell@schools.nyc.gov,schools.nyc.gov/schoolportals/11/x111,2,3,2,11X111,apply
X112,DOE,X,11,P.S. 112 Bronxwood,,7186546377,1925 Schieffelin Avenue,10466,1,Eastchester-Edenwald-Baychester,54,1027609,261749,sbarnes2@schools.nyc.gov,schools.nyc.gov/schoolportals/11/x112,3,3,1,11X112,apply
X119,DOE,X,8,P.S. 119,,7188225198,1075 Pugsley Avenue,10472,1,Soundview-Bruckner,36,1023944,241161,mmontan2@schools.nyc.gov,schools.nyc.gov/schoolportals/08/x119,2,7,3,08X119,apply
X121,DOE,X,11,P.S. 121 Throop,,7186542055,2750 Throop Avenue,10469,1,Allerton-Pelham Gardens,36,1025467,254849,gmartin9@schools.nyc.gov,schools.nyc.gov/schoolportals/11/x121,3,7,2,11X121,apply
X126,DOE,X,9,P.S. 126 Dr Marjorie H Dunbar,,7186816120,175 West 166th Street,10452,1,Highbridge,90,1004084,243784,nkeefoster@schools.nyc.gov,schools.nyc.gov/schoolportals/09/x126,2,3,3,09X126,apply
X130,DOE,X,8,P.S. 130 Abram Stevens Hewitt,,7186650962,750 Prospect Avenue,10455,1,Longwood,36,1011259,237210,lvelazq@schools.nyc.gov,schools.nyc.gov/schoolportals/08/x130,2,3,2,08X130,apply
X134,DOE,X,12,P.S. 134 George F. Bristow,,7183283351,1330 Bristow Street,10459,1,Crotona Park East,54,1013364,242167,aking3@schools.nyc.gov,schools.nyc.gov/schoolportals/12/x134,2,3,2,12X134,apply
X138,DOE,X,8,P.S. 138 Samuel Randall,,7188225325,2060 Lafayette Avenue,10473,1,Soundview-Castle Hill-Clason Point-Harding Park,72,1024834,239030,jdicker2@schools.nyc.gov,schools.nyc.gov/schoolportals/08/x138,3,3,2,08X138,apply
X140,DOE,X,8,P.S. 140 The Eagle School,,7185851205,916 Eagle Avenue,10456,1,Morrisania-Melrose,54,1009727,239237,pcannon@schools.nyc.gov,schools.nyc.gov/schoolportals/08/x140,3,3,3,08X140,apply
X146,DOE,X,8,P.S. 146 Edward Collins,,7183789664,968 Cauldwell Avenue,10456,1,Morrisania-Melrose,36,1010214,239834,jsander@schools.nyc.gov,schools.nyc.gov/schoolportals/08/x146,2,3,3,08X146,apply
X150,DOE,X,12,P.S. 150 Charles James Fox,,7183287729,920 East 167th Street,10459,1,Hunts Point,36,1013476,240360,eirizar2@schools.nyc.gov,schools.nyc.gov/schoolportals/12/x150,2,3,2,12X150,apply
X152,DOE,X,8,P.S. 152 Evergreen,,7185894560,1007 Evergreen Avenue,10472,1,Soundview-Bruckner,72,1017451,239525,flynch@schools.nyc.gov,schools.nyc.gov/schoolportals/08/x152,2,3,2,08X152,apply
X153,DOE,X,11,P.S. 153 Helen Keller,,7189045550,650 Baychester Avenue,10475,1,Co-op City,18,1030224,257367,mkelley5@schools.nyc.gov,schools.nyc.gov/schoolportals/11/x153,5,9,2,11X153,apply
X154,DOE,X,7,P.S. 154 Jonathan D. Hyatt,,7182924742,333 East 135th Street,10454,1,Mott Haven-Port Morris,36,1004679,233674,acoviello@schools.nyc.gov,schools.nyc.gov/schoolportals/07/x154,2,3,2,07X154,apply
X157,DOE,X,7,P.S. 157 Grove Hill,,7182925255,757 Cauldwell Avenue,10456,1,Melrose South-Mott Haven North,36,1009561,237768,rduran@schools.nyc.gov,schools.nyc.gov/schoolportals/07/x157,2,3,3,07X157,apply
X160,DOE,X,11,P.S. 160 Walt Disney,,7183795951,4140 Hutchinson River Parkway East,10475,1,Co-op City,54,1032847,254351,kgray6@schools.nyc.gov,www.thewaltdisneyschool.org,3,3,3,11X160,apply
X161,DOE,X,7,P.S. 161 Juan Ponce De Leon School,<p><strong> Dual Language</strong>: Spanish</p>,7182925478,628 Tinton Avenue,10455,1,Melrose South-Mott Haven North,84,1010403,236187,esoto2@schools.nyc.gov,schools.nyc.gov/schoolportals/07/x161,3,3,3,07X161,apply
X163,DOE,X,9,P.S. 163 Arthur A. Schomburg,,7185843045,2075 Webster Avenue,10457,1,Mount Hope,18,1012332,249606,dmartinez20@schools.nyc.gov,schools.nyc.gov/schoolportals/09/x163,3,3,3,09X163,apply
X169,DOE,X,11,Baychester Academy,,7183251138,3500 Edson Avenue,10466,1,Eastchester-Edenwald-Baychester,36,1028562,260346,cvaugha2@schools.nyc.gov,schools.nyc.gov/schoolportals/11/x169,2,1,2,11X169,apply
X179,DOE,X,7,P.S. 179,,7182922237,468 East 140th Street,10454,1,Mott Haven-Port Morris,36,1006423,234222,swillia4@schools.nyc.gov,schools.nyc.gov/schoolportals/07/x179,2,3,3,07X179,apply
X182,DOE,X,8,P.S. 182,,7188286607,601 Stickball Boulevard,10473,1,Soundview-Castle Hill-Clason Point-Harding Park,54,1024024,237412,aogrady@schools.nyc.gov,schools.nyc.gov/schoolportals/08/x182,2,3,3,08X182,apply
X189,DOE,X,11,Cornerstone Academy for Social Action,,7187946160,3441 Steenwick Avenue,10475,1,Co-op City,54,1031198,260950,jbellon@schools.nyc.gov,schools.nyc.gov/schoolportals/11/x189,3,3,3,11X189,apply
X195,DOE,X,12,P.S. 195,,7188614461,1250 Ward Avenue,10472,1,West Farms-Bronx River,36,1018122,241724,ukarakas@schools.nyc.gov,schools.nyc.gov/schoolportals/12/x195,2,3,2,12X195,apply
X196,DOE,X,12,P.S. 196,,7183287187,1250 Ward Avenue,10472,1,West Farms-Bronx River,18,1018122,241724,lgraciani@schools.nyc.gov,schools.nyc.gov/schoolportals/12/x196,3,3,2,12X196,apply
X199,DOE,X,9,P.S. 199 - The Shakespeare School,,7186817172,1449 Shakespeare Avenue,10452,1,Highbridge,54,1006229,246394,lnavarr@schools.nyc.gov,schools.nyc.gov/schoolportals/09/x199,2,3,3,09X199,apply
X204,DOE,X,9,P.S. 204 Morris Heights,,7189609520,1780 Dr. Martin Luther King Jr. Boulevard,10453,1,University Heights-Morris Heights,36,1007553,249052,ablatte2@schools.nyc.gov,schools.nyc.gov/schoolportals/09/x204,2,3,2,09X204,apply
X207,DOE,X,10,P.S. 207,,7187969645,3030 Godwin Terrace,10463,1,Spuyten Duyvil-Kingsbridge,36,1010091,259288,arodriguez44@schools.nyc.gov,schools.nyc.gov/schoolportals/10/x207,3,1,3,10X207,apply
X209,DOE,X,10,P.S. 209,,7183640085,313 East 183rd Street,10458,1,Fordham South,36,1012498,251421,akeegan2@schools.nyc.gov,schools.nyc.gov/schoolportals/10/x209,2,7,2,10X209,apply
X211,DOE,X,12,P.S. 211,,7189010436,1919 Prospect Avenue,10457,1,East Tremont,36,1014753,246623,tdrummond@schools.nyc.gov,schools.nyc.gov/schoolportals/12/x211,2,3,2,12X211,apply
X212,DOE,X,12,P.S. 212,,7188422331,1180 Tinton Avenue,10456,1,Morrisania-Melrose,36,1011725,241108,gfordanderson@schools.nyc.gov,schools.nyc.gov/schoolportals/12/x212,2,3,3,12X212,apply
X214,DOE,X,12,P.S. 214,,7185896728,1970 West Farms Road,10460,1,Crotona Park East,90,1017326,245083,dcintro@schools.nyc.gov,schools.nyc.gov/schoolportals/12/x214,2,3,2,12X214,apply
X226,DOE,X,10,P.S. 226,,7185835560,1950 Sedgwick Avenue,10453,1,University Heights-Morris Heights,36,1007432,251366,gdarden@schools.nyc.gov,schools.nyc.gov/schoolportals/10/x226,2,3,2,10X226,apply
X236,DOE,X,9,P.S. 236 Langston Hughes,,7182996128,499 East 175th Street,10453,1,Mount Hope,18,1009280,248567,atalukd2@schools.nyc.gov,schools.nyc.gov/schoolportals/09/x236,3,7,3,09X236,apply
X274,DOE,X,9,The New American Academy at Roberto Clemente State Park,,7189019703,275 Harlem River Park Bridge,10453,1,University Heights-Morris Heights,72,1005976,249889,mmitja@schools.nyc.gov,schools.nyc.gov/schoolportals/09/x274,2,2,2,09X274,apply
X277,DOE,X,7,P.S. 277,,7182923594,519 St Anns Avenue,10455,1,Mott Haven-Port Morris,54,1008252,235746,jvega@ps277x.com,ps277x.com,2,3,2,07X277,apply
X300,DOE,X,12,The School of Science and Applied Learning,,7185846310,2050 Prospect Avenue,10457,1,East Tremont,18,1015402,247604,vsingle2@schools.nyc.gov,schools.nyc.gov/schoolportals/12/x300,3,3,1,12X300,apply
X304,DOE,X,8,P.S. 304 Early Childhood School,"Note: Program prioritizes students zoned to 08X014, 08X071, or 08X072",7188225307,2750 Lafayette Avenue,10465,1,Schuylerville-Throgs Neck-Edgewater Park,36,1031366,240793,jnobile@schools.nyc.gov,schools.nyc.gov/schoolportals/08/x304,2,7,2,08X304,apply
X310,DOE,X,10,P.S. 310 Marble Hill,,7187969434,260 West Kingsbridge Road,10463,1,Kingsbridge Heights,72,1010456,257311,ecardon2@schools.nyc.gov,schools.nyc.gov/schoolportals/10/x310,2,3,3,10X310,apply
X314,DOE,X,12,Fairmont Neighborhood School,,7188605210,1550 Vyse Avenue,10460,1,Crotona Park East,36,1015378,243203,swolfso2@schools.nyc.gov,schools.nyc.gov/schoolportals/12/x314,3,3,1,12X314,apply
X333,DOE,X,8,P.S. 333 - The Museum School,,7188603313,888 Rev J A Polite Avenue,10459,1,Longwood,18,1012229,238188,rgerman3@schools.nyc.gov,schools.nyc.gov/schoolportals/08/x333,3,1,3,08X333,apply
X335,DOE,X,8,The Academy of the Arts,,7188603401,888 Rev J A Polite Avenue,10459,1,Longwood,18,1012229,238188,glopez6@schools.nyc.gov,schools.nyc.gov/schoolportals/08/x335,2,1,2,08X335,apply
X340,DOE,X,10,P.S. 340,,7182201830,25 West 195th Street,10468,1,Van Cortlandt Village,18,1012602,255897,anichol@schools.nyc.gov,schools.nyc.gov/schoolportals/10/x340,2,3,3,10X340,apply
X357,DOE,X,11,Young Voices Academy of the Bronx,,7187944080,800 Lydig Avenue,10462,1,Pelham Parkway,36,1021947,250593,youngvoicesbx@gmail.com,schools.nyc.gov/schoolportals/11/x357,2,3,3,11X357,apply
X359,DOE,X,7,Concourse Village Elementary School,,7184027503,750 Concourse Village West,10451,1,East Concourse-Concourse Village,36,1005471,239191,asorden@schools.nyc.gov,schools.nyc.gov/schoolportals/07/x359,2,3,2,07X359,apply
X360,DOE,X,10,P.S. 360,,7185481511,2880 Kingsbridge Terrace,10463,1,Van Cortlandt Village,54,1011194,257864,ialdeap@schools.nyc.gov,schools.nyc.gov/schoolportals/10/x360,7,3,3,10X360,apply
X369,DOE,X,7,Young Leaders Elementary School,,7182927391,468 East 140th Street,10454,1,Mott Haven-Port Morris,34,1006423,234222,jcooke@schools.nyc.gov,schools.nyc.gov/schoolportals/07/x369,3,3,3,07X369,apply
X386,DOE,X,10,School for Environmental Citizenship,,7185633292,125 East 181st Street,10453,1,Fordham South,72,1010958,250747,lfox2@schools.nyc.gov,schools.nyc.gov/schoolportals/10/x386,2,3,2,10X386,apply
X392,DOE,X,8,Bronx Delta School,,7183197147,650 Hollywood Avenue,10465,1,Schuylerville-Throgs Neck-Edgewater Park,36,1034504,240455,mrogalle@schools.nyc.gov,www.bronxdelta.com,2,3,3,08X392,apply
X394,Charter,X,7,Little Haven at Mott Haven Academy Charter School,,7182927015,170 Brown Place,10454,1,Mott Haven-Port Morris,36,1006079,233073,info@havenacademy.org,www.havenacademy.org,7,3,1,84X394,Info
X396,DOE,X,10,P.S. 396,,7182940862,1930 Andrews Avenue,10453,1,University Heights-Morris Heights,36,1008263,250680,ntine@schools.nyc.gov,schools.nyc.gov/schoolportals/10/x396,3,3,2,10X396,apply
X443,DOE,X,9,The Family School,,7185383266,1116 Sheridan Avenue,10456,1,East Concourse-Concourse Village,36,1006953,242405,rpenn@schools.nyc.gov,schools.nyc.gov/schoolportals/09/x443,5,9,2,09X443,apply
X449,DOE,X,9,Grant Avenue Elementary School,,7186816288,250 East 164th Street,10456,1,East Concourse-Concourse Village,18,1007035,241204,kerat@schools.nyc.gov,schools.nyc.gov/schoolportals/09/x449,2,3,3,09X449,apply
X458,DOE,X,12,Samara Community School,,7188605332,1550 Vyse Avenue,10460,1,Crotona Park East,36,1015378,243203,info@samaracommunityschool.org,www.samaracommunityschool.org,3,3,3,12X458,apply
X463,DOE,X,12,Urban Scholars Community School,,7188428133,1180 Tinton Avenue,10456,1,Morrisania-Melrose,36,1011725,241108,djones51@schools.nyc.gov,schools.nyc.gov/schoolportals/12/x463,2,3,2,12X463,apply
X487,Charter,X,7,Girls and Boys Preparatory Charter School of The Bronx,,2123466000,441 East 148 Street,10455,1,Longwood,53,1011338,236375,emattey@publicprep.org,www.publicprep.org,3,6,2,84X487,Info
X491,Charter,X,7,Academic Leadership Charter School,,7185854215,677 East 141st Street,10454,1,Mott Haven-Port Morris,54,1008409,233423,lvarghese07@gmail.com,www.alcsbronx.org,2,7,1,84X491,Info
X531,DOE,X,12,Archer Elementary School,,7188283791,1827 Archer Street,10460,1,West Farms-Bronx River,18,1021319,244477,zhaviland@schools.nyc.gov,schools.nyc.gov/schoolportals/12/x531,2,3,3,12X531,apply
X536,DOE,X,12,P.S. 536,,7189314270,1827 Archer Street,10460,1,West Farms-Bronx River,18,1021319,244477,smedina10@schools.nyc.gov,schools.nyc.gov/schoolportals/12/x536,2,3,3,12X536,apply
X554,Charter,X,7,NYC Montessori Charter School,,3472269094,423 East 138th Street,10454,1,Mott Haven-Port Morris,52,1005874,233916,andujar@nycmcs.org,www.nycmcs.org,3,3,1,84X554,Info
X555,DOE,X,9,Mount Eden Children's Academy,,7182948155,1501 Jerome Avenue,10452,1,West Concourse,54,1007469,246232,jtorres12@schools.nyc.gov,schools.nyc.gov/schoolportals/09/x555,2,3,3,09X555,apply
X567,DOE,X,11,Linden Tree Elementary School,,7182397401,1560 Purdy Street,10462,1,Parkchester,18,1024781,244592,ldebonis@schools.nyc.gov,www.lindentreepta.weebly.com,2,2,1,11X567,apply
X691,DOE,X,12,Bronx Little School,,7187922650,1827 Archer Street,10460,1,West Farms-Bronx River,18,1021319,244477,burquiza@schools.nyc.gov,schools.nyc.gov/schoolportals/12/x691,3,7,1,12X691,apply
X718,Charter,X,11,Bronx Charter School for Better Learning,,7186556660,3740 Baychester Avenue,10466,1,Eastchester-Edenwald-Baychester,18,1028422,261508,dtamulonis1@bronxbetterlearning.org,www.bronxbetterlearning.org,3,3,2,84X718,Info
XAAA,NYCEEC,X,11,Harry H. Gordon School Annex (NYL),"<p><strong> Enhanced Language Support</strong>: Spanish</p><p><strong>Alert</strong>: If your child has an IEP recommending Related Services and/or SEIT, contact the program directly for more information before applying.</p>",7188385993,1180 East 214th Street,10469,1,Williamsbridge-Olinville,16,1025311,258465,karen.griffoul@yai.org,n/a,2,3,2,11XAAA,apply
