LOCCODE,PREK_TYPE,BOROUGH,DISTRICT,NAME,NOTE,PHONE,ADDRESS,ZIP,DAY_LENGTH,AREA_NAME,SEATS,X,Y,EMAIL,WEBSITE,MEALS,INDOOR_OUTDOOR,EXTENDED_DAY,SEMS_CODE
X360,DOE,X,10,P.S. 360,,(718) 548-1511,2880 KINGSBRIDGE TERRACE,10463,1,Van Cortlandt Village,46,1011283,257987,mrojaspolite@schools.nyc.gov,schools.nyc.gov/schoolportals/10/X360,7,3,3,10X360
X369,DOE,X,7,Young Leaders Elementary School,,(718) 292-7391,468 EAST 140 STREET,10454,1,Mott Haven - Port Morris,28,1006464,234126,aponte13@schools.nyc.gov,schools.nyc.gov/schoolportals/07/X369,3,3,3,07X369
X386,DOE,X,10,School for Environmental Citizenship,,(718) 563-3292,125 EAST 181 STREET,10453,1,Fordham South,54,1010935,250846,lfox2@schools.nyc.gov,schools.nyc.gov/schoolportals/10/X386,2,3,3,10X386
X392,DOE,X,8,Bronx Delta School,,(718) 935-3621,650 HOLLYWOOD AVENUE,10465,1,Schuylerville - Throgs Nk - Edgewater Pk,36,1034611,240528,info@bronxdelta.com,bronxdelta.com,2,3,3,08X392
X394,CHARTER,X,7,Little Haven @ Mott Haven Academy Charter School,,(718) 292-7015,170 Brown Place,10454,1,Mott Haven - Port Morris,36,1006134,233057,info@havenacademy.org,havenacademy.org/littlehaven/,7,3,2,07X394
X396,DOE,X,10,P.S. 396,,(718) 294-0862,1930 ANDREWS AVENUE,10453,1,University Heights - Morris Heights,28,1008316,250639,ntine@schools.nyc.gov,schools.nyc.gov/schoolportals/10/X396,3,3,3,10X396
X443,DOE,X,9,The Family School,,(718) 538-3266,1116 SHERIDAN AVENUE,10456,1,East Concourse - Concourse Village,36,1006991,242302,plee7@schools.nyc.gov,schools.nyc.gov/schoolportals/09/X443,5,9,3,09X443
X449,DOE,X,9,Grant Avenue Elementary School,,(718) 681-6288,250 EAST 164 STREET,10456,1,East Concourse - Concourse Village,18,1007083,241086,kerat@schools.nyc.gov,schools.nyc.gov/schoolportals/09/X449,2,3,3,09X449
X458,DOE,X,12,Samara Community School,,(718) 935-3448,1550 VYSE AVENUE,10460,1,Crotona Park East,36,1015449,243177,info@samaracommunityschool.org,samaracommunityschool.org,3,3,3,12X458
X463,DOE,X,12,Urban Scholars Community School,,(718) 842-8133,1180 TINTON AVENUE,10456,1,Morrisania - Melrose,28,1011856,241080,djones51@schools.nyc.gov,schools.nyc.gov/schoolportals/12/X463,2,3,3,12X463
X491,CHARTER,X,7,Academic Leadership Charter School,,(718) 585-4215,677 East 141 Street,10454,1,Mott Haven - Port Morris,54,1008343,233547,lvarghese07@gmail.com,alcsbronx.org,5,9,3,07X491
X531,DOE,X,12,Archer Elementary School,,(718) 828-3791,1827 ARCHER STREET,10460,1,West Farms-Bronx River,18,1021279,244639,zhaviland@schools.nyc.gov,schools.nyc.gov/schoolportals/12/X531,2,3,3,12X531
X536,DOE,X,12,PS 536,,(718) 931-4270,1827 ARCHER STREET,10460,1,West Farms-Bronx River,18,1021269,244708,smedina10@schools.nyc.gov,schools.nyc.gov/schoolportals/12/X536,2,3,3,12X536
X554,CHARTER,X,7,NYC Montessori Charter School,,(347) 226-9094,423 East 138th Street,10454,1,Mott Haven - Port Morris,52,1005958,233986,andujar@nycmcs.org,nycmcs.org,3,4,1,07X554
X555,DOE,X,9,Mount Eden Children's Academy,,(718) 294-8155,1501 JEROME AVENUE,10452,1,West Concourse,54,1007400,246313,ipayan@schools.nyc.gov,schools.nyc.gov/schoolportals/09/X555,2,3,3,09X555
X567,DOE,X,11,Linden Tree Elementary School,,(718) 239-7401,1560 PURDY STREET,10462,1,Parkchester,18,1024930,244813,ldebonis@schools.nyc.gov,LindentreePTA.weebly.com,2,2,3,11X567
X691,DOE,X,12,Bronx Little School,,(718) 792-2650,1827 ARCHER STREET,10460,1,West Farms-Bronx River,18,1021292,244573,jgordon7@schools.nyc.gov,schools.nyc.gov/schoolportals/12/X691,3,7,3,12X691
X718,CHARTER,X,11,Bronx Charter School for Better Learning,,(718) 655-6660,3740 Baychester Ave,10466,1,Eastchester - Edenwald - Baychester,18,1028544,261528,dtamulonis1@bronxbetterlearning.org,bronxbetterlearning.org,3,3,2,11X718
XAAF,NYCEEC,X,11,Howard Haber Early Learning Center,,(718) 409-1450,2300 Westchester Avenue,10462,1,Westchester - Unionport,12,1026276,243570,Francine.Rykman@ahrcnyc.org,schools.ahrcnyc.org,6,3,2,11XAAF
XAAH,NYCEEC,X,10,Amalgamated Nursery School,,(718) 543-8688,3980 Orloff Avenue,10463,1,Van Cortlandt Village,35,1014084,261453,amalgamatedns@yahoo.com,amalgamatednurseryschool.com,5,2,1,10XAAH
XAAS,NYCEEC,X,12,Bronxdale Nursery,,(718) 991-8315,1065 Beach Avenue,10472,1,Soundview - Bruckner,32,1021459,240553,mscrosleyp@gmail.com,,3,7,1,12XAAS
XAAX,NYCEEC,X,9,Christ the King School,,(718) 538-5959,1345 Grand Concourse,10452,1,East Concourse - Concourse Village,54,1007665,244411,ctk_braswell@hotmail.com,christthekingbronx.org,3,3,2,09XAAX
XABI,NYCEEC,X,8,Shining Stars UPK,,(718) 823-2393,3573 Bruckner Boulevard,10461,1,Pelham Bay - Country Club - City Island,30,1031819,248959,alexandra.lacas@gai-edu.org,greekamericaninstitute.org,2,3,1,08XABI
XABK,NYCEEC,X,8,Holy Cross School,,(718) 842-4492,1846 Randall Avenue,10473,1,Soundview-Castle Hl-Clason Pt-Hardng Pk,90,1022814,236982,UPKAdmit@holycrossbx.org,,3,3,1,08XABK
XABL,NYCEEC,X,8,Holy Family School,,(718) 863-7280,2169 Blackrock Ave,10472,1,Westchester - Unionport,72,1025519,241386,b203@adnyedcuation.org,hfsflushing.org,3,3,2,08XABL
XABM,NYCEEC,X,11,Holy Rosary School,,(718) 652-1838,1500 Arnow Avenue,10469,1,Allerton - Pelham Gardens,120,1027856,255340,deev16@verizon.net,holyrosaryschoolbronx.org,3,4,1,11XABM
XABT,NYCEEC,X,11,Immaculate Conception School,,(718) 547-3346,760 East Gun Hill Road,10467,1,Williamsbridge - Olinville,36,1021927,258568,b207@adnyeducation.org,schoolofimmaculateconception.org,5,9,3,11XABT
XACE,NYCEEC,X,11,Nativity of Our Blessed Lady,,(718) 324-2188,3893 Dyre Avenue,10466,1,Eastchester - Edenwald - Baychester,58,1030814,263142,b208@adnyeducation.org,nativityofourblessedlady.org,3,7,1,11XACE
XACJ,NYCEEC,X,8,Our Lady if the Assumption School,,(718) 829-1706,1617 Parkview Avenue,10461,1,Pelham Bay - Country Club - City Island,54,1032045,247331,b210@adnyeducation.org,olassumptionbronx.org,5,9,3,08XACJ
XACK,NYCEEC,X,11,Our Lady of Grace School,,(718) 547-9918,3981 Bronxwood Ave,10466,1,Williamsbridge - Olinville,72,1024361,262183,principal@olgschoolbronx.com,olgschoolbronx.com,3,3,1,11XACK
XACM,NYCEEC,X,10,Our Lady of Mount Carmel,,(718) 295-6080,2465 Bathgate Ave,10458,1,Belmont,92,1014990,252015,olmcsecy@gmail.com,mtcarmelschoolbronx.org,2,4,2,10XACM
XACX,NYCEEC,X,9,St. Angela Merici School,,(718) 293-3365,266 East  163rd Street,10451,1,East Concourse - Concourse Village,36,1006885,240691,b221@adnyeducation.org,,5,9,3,09XACX
XACY,NYCEEC,X,10,Saint Ann - Our Lady of Mount Carmel Annex,,(718) 655-3449,3511 Bainbridge Avenue,10467,1,Norwood,36,1017830,260531,lflores@saintannschoolbx.org, ,2,1,1,10XACY
XADH,NYCEEC,X,10,Saint Brendan School,,(718) 653-2292,268 East 207th Street,10467,1,Norwood,36,1018077,258240,stbrendanschoolbronx@gmail.com,stbrendanschoolbronx.org,4,3,2,10XADH
XADJ,NYCEEC,X,11,Saint Clare of Assisi School,,(718) 892-4080,1911 Hone Avenue,10461,1,Pelham Parkway,160,1023890,249407,theresa.bivona@archny.org,stclareofassisischool.org,2,3,1,11XADJ
XADL,NYCEEC,X,8,St. Francis De Chantal School,,(718) 892-5359,2962 Harding Avenue,10465,1,Schuylerville - Throgs Nk - Edgewater Pk,54,1036143,236729,earlychildhood.education@archny.org,sfdchantalschool.org,5,9,3,08XADL
XADN,NYCEEC,X,11,Saint Francis of Assisi School,,(718) 994-4650,4300 Baychester Avenue,10466,1,Woodlawn - Wakefield,54,1027113,266168,assistantprincipal@sfabx.com,sfabx.com,3,3,1,11XADN
XADO,NYCEEC,X,11,Saint Francis Xavier School,,(718) 863-0531,1711 Haight Ave,10461,1,Van Nest-Morris Park-Westchester Square,116,1025058,248405,sfxupk@gmail.com,sfxschool.net,3,4,1,11XADO
XADQ,NYCEEC,X,11,St. Helena School,,(718) 892-3234,2050 Benedict Avenue,10462,1,Parkchester,80,1024186,243295,b239@adnyeducation.org,sthelenaelementary.com,5,9,3,11XADQ
XADT,NYCEEC,X,12,Saint John Chrysostom School,,(718) 328-7226,1144 Hoe Avenue,10459,1,Morrisania - Melrose,92,1014501,240707,b243@adnyeducation.org,sjchrysostom.org,3,3,1,12XADT
XADV,NYCEEC,X,10,Saint John School,,(718) 548-0255,3143 Kingsbridge Avenue,10463,5,Spuyten Duyvil - Kingsbridge,72,1010258,260215,b242@adnyeduction.org,stjohnschoolbronx.org,2,3,1,10XADV
XADW,NYCEEC,X,9,St. Joseph School,,(718) 583-9432,1946 Bathgate Avenue,10457,1,Claremont - Bathgate,36,1012864,248084,b245@adnyeducation.org,,5,9,3,09XADW
XADY,NYCEEC,X,11,Saint Lucy School,,(718) 882-2203,830 Mace Ave,10467,1,Bronxdale,148,1022436,253681,minneci@stlucys.org,stlucys.org,3,3,1,11XADY
XADZ,NYCEEC,X,7,St. Luke School,,(718) 585-0380,608 East  139th Street,10454,1,Mott Haven - Port Morris,36,1007753,233114,b247@adnyeducation.org,stluke138.org,5,9,3,07XADZ
XAEB,NYCEEC,X,10,Saint Margaret of Cortona,,(718) 549-8580,452 West 260th Street,10471,1,North Riverdale - Fieldston - Riverdale,92,1011055,270141,principal@stmargaretschoolriverdale.com,stmargaretschoolriverdale.com,7,3,1,10XAEB
XAEF,NYCEEC,X,11,Saint Mary School,,(718) 547-0500,3956 Carpenter Ave,10466,1,Williamsbridge - Olinville,72,1022009,262865,slater15fisher@aol.com,stmaryschoolbx.org,3,3,1,11XAEF
XAEH,NYCEEC,X,10,St. Philip Neri School,,(718) 365-8806,3031 Grand Concourse,10468,1,Bedford Pk - Fordham North,36,1015416,257686,b256@adnyeducation.org,stphilipneribronx.org,5,9,3,10XAEH
XAEN,NYCEEC,X,10,Saint Simon Stock Elementary School,,(718) 367-0453,2195 Valentine Avenue,10457,1,Mount Hope,36,1012174,250892,Angela.Ceparano@archny.org,stsimonstockschool.org,5,9,3,10XAEN
XAEO,NYCEEC,X,8,Saint Theresa,,(718) 792-3688,2872 St.Theresa Avenue,10461,1,Pelham Bay - Country Club - City Island,92,1030340,248745,b262@adnyeducation.org,sttheresaschoolbronx.org,7,3,1,08XAEO
XAEP,NYCEEC,X,12,St. Thomas Aquinas School,,(718) 893-7600,1909 Daly Avenue,10460,1,East Tremont,90,1016092,245540,b263@adnyeducation.org,,5,9,3,12XAEP
XAEW,NYCEEC,X,11,"Learning Tree, The",,(718) 944-0960,801 Bartholdi Street,10467,1,Williamsbridge - Olinville,72,1022274,257708,msjoyce@tltprep.org,learningtreeprep.org,3,2,1,11XAEW
XAFA,NYCEEC,X,11,UCP/NYC's Bronx Children's Program,,(718) 652-9790,1770 Stillwell Avenue,10469,1,Allerton - Pelham Gardens,16,1029987,251601,bellman@ucpnyc.org,ucpnyc.org,2,3,2,11XAFA
XAFB,NYCEEC,X,8,"Villa Maria Academy, Inc.",,(718) 824-3260,3335 Country Club Road,10465,1,Pelham Bay - Country Club - City Island,54,1035029,245985,teresa.barton@archny.org,vma-ny.org,7,7,2,08XAFB
XAFG,NYCEEC,X,11,Little Stars III,,(347) 947-3171,1420 Burke Avenue,10469,1,Eastchester - Edenwald - Baychester,58,1026812,257106,lstarsthree@aol.com,littlestarspreschools.com,3,7,1,11XAFG
XAFK,NYCEEC,X,12,Phipps Neighborhoods Daly Avenue ECEC,,(718) 364-2496,921 East 180 Street,10460,1,East Tremont,72,1017104,247006,KMORRIS@PHIPPSNY.ORG,phippsny.org,3,8,2,12XAFK
XAFL,NYCEEC,X,11,"Garvey School, The",,(781) 320-3902,950 Baychester Avenue,10475,1,Co-op City,38,1030446,259204,thegarveyschool@gmail.com,garveyschool.org,3,4,1,11XAFL
XAFP,NYCEEC,X,7,East Side House,,(718) 665-5250,201 Saint Anns Avenue,10454,1,Mott Haven - Port Morris,15,1006786,232909,dcolon@eastsidehouse.org,eastsidehouse.org,3,4,2,07XAFP
XAFZ,NYCEEC,X,9,New Covenant Christian School,,(718) 299-5250,1925 Grand Concourse,10453,1,Mount Hope,36,1010273,249019,rmacarthy@nccmin.org,ncchristianschool.org,5,9,3,09XAFZ
XAGC,NYCEEC,X,9,Highbridge Advisory Council Early Childhood Center #1,,(718) 299-3917,1594 Townsend Avenue,10452,1,Mount Hope,49,1008211,246880,DWashington@hacsf.com,hacfs.org,3,7,1,09XAGC
XAGF,NYCEEC,X,8,Manida (Center #1),,(718) 542-7590,711 Manida Street,10474,1,Hunts Point,79,1015054,236102,junerose7@msn.com,,3,7,2,08XAGF
XAGX,NYCEEC,X,8,LSSMNY: Early Life Children's Center 6,,(718) 943-0580,2125 Watson Avenue,10472,1,Westchester - Unionport,53,1024951,241571,vmoreira@lssny.org,lssny.org,7,3,2,08XAGX
XAHA,NYCEEC,X,9,Ready Set Learn,,(718) 484-8777,3480 Third Avenue,10456,1,Claremont - Bathgate,36,1010267,241697,kelleycandice14@gmail.com,RSLCC.COM,3,7,1,09XAHA
XAHB,NYCEEC,X,9,Grow With Us (Susan E. Wagner),,(718) 299-6892,1732 Davidson Avenue,10453,1,University Heights - Morris Heights,54,1008297,248215,smorenogwu@gmail.com,,3,7,2,09XAHB
XAHD,NYCEEC,X,9,Mid Bronx CCRP ECC 4,,(917) 962-9384,1020 Summit Avenue,10452,1,Highbridge,31,1003706,243050,ogdendc@midbronx.org,midbronx.org,3,6,1,09XAHD
XAHH,NYCEEC,X,10,Trabajamos Community Head Start,,(917) 259-7081,1997 Bathgate Avenue,10457,1,Claremont - Bathgate,43,1013008,248709,lbtrabajamos_hs@yahoo.com,trabajamoschs.com,3,4,1,10XAHH
XAHL,NYCEEC,X,8,East Bronx Day Care Center,,(718) 617-2900,1113 Colgate Avenue,10472,1,Soundview - Bruckner,40,1017010,240188,eastbronxdaycare@verizon.net,,3,7,1,08XAHL
XAHM,NYCEEC,X,10,Northeast Bronx Day Care Center (Susan Wagner),,(718) 601-5401,5401 Post Road,10471,1,North Riverdale - Fieldston - Riverdale,38,1012413,267701,susanwagnerdayschool1@yahoo.com,,3,7,2,10XAHM
XAHR,NYCEEC,X,7,Concord Head Start/Early Learn Center,,(718) 292-8564,560 Concord Avenue,10455,3,Melrose South - Mott Haven North,17,1009806,235709,dlicona@cmcs.org,cmcs.org,3,4,1,07XAHR
XAHS,NYCEEC,X,11,"LITTLE STARS TOO, INC.",,(718) 515-8800,1083 Allerton Avenue,10469,1,Allerton-Pelham Gardens,40,1023981,254689,lstarstoo@aol.com,littlestarsschool.com,5,9,3,11XAHS
XAHW,NYCEEC,X,7,Betances Early Childhood Center (NYCHA),,(718) 665-1100,528 East 146th Street,10455,1,Mott Haven - Port Morris,22,1007717,235292,Hammonda@e-s-s.org,essnyc.org,3,2,1,07XAHW
XAIB,NYCEEC,X,8,Throggs Neck Early Learn Center,,(718) 882-0172,461 Swinton Avenue,10465,1,Schuylerville - Throgs Nk - Edgewater Pk,20,1033307,238199,Familytnelc@gmail.com,,3,4,1,08XAIB
XAIC,NYCEEC,X,8,LSSMNY: Early Life Children's Center 2,,(718) 292-7015,888 Westchester Avenue,10459,1,Longwood,53,1012130,238249,djorge@lssny.org,Lutheran Social Services.Org,5,9,3,08XAIC
XAID,NYCEEC,X,10,LSSMNY: Early Life Children's Center 1,,(347) 297-2900,80 East 181 Street,10453,1,Mount Hope,84,1010712,250788,jcebeno@lssny.org,lssny.org,3,7,1,10XAID
XAIE,NYCEEC,X,9,Mid Bronx CCRP ECC 3,,(917) 962-9384,1360 Ogden Avenue,10452,1,Highbridge,25,1005142,245938,ogdendc@midbronx.org,midbronx.org/,3,6,1,09XAIE
XAIF,NYCEEC,X,10,Be Above 52,,(718) 466-7519,1810 Davidson Avenue,10453,1,University Heights - Morris Heights,71,1008628,248837,gmoriah@babove.com,,3,7,2,10XAIF
XAIM,NYCEEC,X,9,Highbridge Advisory Council Early Childhood Center #3,,(718) 293-9196,1399 Ogden Avenue,10452,1,Highbridge,29,1005135,246172,souting@hacss.com,Highbridgeadvisorycouncil.com,3,7,1,09XAIM
XAIN,NYCEEC,X,9,Highbridge Advisory Council DCC (Nelson Avenue),,(718) 681-5216,1181 Nelson Avenue,10452,1,Highbridge,72,1004754,244325,afortes@hacfs.com,hacfs.org,7,8,2,09XAIN
XAIQ,NYCEEC,X,9,Richard H. Mangum Early Learning Center,,(718) 590-0673,383 E. 162nd Street,10451,1,Morrisania - Melrose,18,1008089,239884,mpaulino@hacfs.com,hacfs.org,3,3,2,09XAIQ
XAJB,NYCEEC,X,10,"Concourse House, HDFC",,(917) 801-2515,2348 Webster Ave,10458,1,Fordham South,65,1013411,251627,wgelabert@concoursehouse.org,concoursehouse.org,3,3,2,10XAJB
XAJD,NYCEEC,X,12,Bronx Early Childhood Center,,(718) 764-2409,1515 Southern Boulevard,10460,1,Crotona Park East,40,1014570,242931,cmiree@childrensaidsociety.org,childrensaidsociety.org,3,7,1,12XAJD
XAJF,NYCEEC,X,12,Brightside Academy - Louis Nine,,(718) 991-2119,1336 Louis Nine Boulevard,10459,1,Crotona Park East,39,1014127,242267,singram@brightsideacademy.com,brightsideacademy.com,5,7,1,12XAJF
XAJG,NYCEEC,X,12,Brightside Academy - Southern,,(718) 842-2252,1093 Southern Boulevard,10459,1,Hunts Point,38,1014083,240232,adavis@brightsideacademy.com,brightsideacademy.com,5,7,1,12XAJG
XAJJ,NYCEEC,X,9,Sharon Baptist - Center II,,(718) 299-6500,279 East Burnside Avenue,10457,1,Mount Hope,54,1011451,249405,ecollazo70@yahoo.com,sharonbaptistheadstart.org,3,1,1,09XAJJ
XAJK,NYCEEC,X,7,Brightside Academy - St. Ann's,,(718) 585-1472,780 St Anns Ave,10456,1,East Concourse - Concourse Village,31,1009167,238132,johrablo@brightsideacademy.com,brightsideacademy.com,5,1,1,07XAJK
XAJR,NYCEEC,X,8,"Providence Rest Child Day Care Center, Inc.",,(718) 823-3588,3310 Campbell Drive,10465,1,Pelham Bay - Country Club - City Island,18,1034871,244741,srtadcsjb@aol.com,providencerest.org,5,9,3,08XAJR
XAJT,NYCEEC,X,12,East Tremont Child Care and Development Center,,(718) 731-4166,1811 Crotona Avenue,10457,1,East Tremont,29,1013492,246478,etccdc@aol.com,etccdc.com,7,7,1,12XAJT
XAJU,NYCEEC,X,12,Children's Aid at P.S. 211,,(347) 821-4222,1919 Prospect Avenue,10457,1,East Tremont,28,1014768,246818,Tracyp@childrensaidsociety.org,,3,6,1,12XAJU
XAKA,NYCEEC,X,12,Intervale (Center #2),,(718) 542-1161,1054 Intervale Avenue,10459,1,Longwood,62,1012885,239768,geure@lapen.com,lapen.com,5,9,3,12XAKA
XAKB,NYCEEC,X,8,Watson Avenue ECC,,(718) 828-9400,1880 Watson Avenue,10472,1,Soundview - Bruckner,44,1022610,241011,catherine.budington@birchfamilyservices.org,birchfamilyservices.org,3,3,1,08XAKB
XAKD,NYCEEC,X,12,Sound Dale Center for ECE,,(718) 378-3533,1211 Croes Avenue,10472,1,Soundview - Bruckner,76,1019956,241613,bronxdale@verizon.net,,3,4,1,12XAKD
XAKE,NYCEEC,X,12,Bronx River Early Learn Center,,(718) 842-6582,1555 East 174th Street,10472,1,West Farms - Bronx River,35,1017906,243401,angelamazzone@yahoo.com,,3,7,2,12XAKE
XAKF,NYCEEC,X,8,Stepping Stone Day School,,(718) 554-2025,2826 Westchester Avenue,10461,1,Pelham Bay - Country Club - City Island,18,1029809,246901,danf@steppingstonedayschool.org,steppingstonedayschool.com,7,3,2,08XAKF
XAKH,NYCEEC,X,9,Labor Bathgate Community CCC,,(718) 583-3850,1638 Anthony Avenue,10457,1,Claremont - Bathgate,30,1010601,246201,laborbathgate@yahoo.com,,3,3,2,09XAKH
XAKJ,NYCEEC,X,11,Wake-Eden Christian Academy,,(718) 325-8056,2074 Strang Ave.,10466,1,Woodlawn - Wakefield,36,1028603,263806,academy@wakeeden.org,,3,7,1,11XAKJ
XAKO,NYCEEC,X,7,Episcopal Social Services Head Start (Paul's House),,(718) 401-5133,500 Bergen Avenue,10455,1,Mott Haven - Port Morris,17,1006992,236189,damesa@e-s-s.org,essnyc.org,3,4,1,07XAKO
XAKQ,NYCEEC,X,12,Help III,,(718) 583-1511,785 Crotona Park North,10460,1,East Tremont,13,1014332,245620,ldavis@helpusa.org,helpusa.org,3,3,2,12XAKQ
XAKR,NYCEEC,X,8,Prospect Early Childhood Center,,(718) 617-6100,730 Kelly Street,10455,1,Longwood,11,1012083,236777,lcano@hfhnyc.org,hfhnyc.org,2,7,1,08XAKR
XAKX,NYCEEC,X,7,Anna Lefkowitz DCC,,(718) 292-8682,690 Westchester Avenue,10455,1,Melrose South - Mott Haven North,30,1010022,236827,judy.valez.phm@gmail.com,philiphmichaels.org,3,7,1,07XAKX
XAKZ,NYCEEC,X,10,Harry H. Gordon School (NYL),,(718) 367-5917,2465 Bathgate Avenue,10458,1,Belmont,8,1014939,251939,Melissa.bybel@yai.org,yai.org,2,4,2,10XAKZ
XALA,NYCEEC,X,11,Westchester Tremont DCC,,(718) 824-7390,2547 East Tremont Avenue,10461,1,Van Nest-Morris Park-Westchester Square,52,1026167,246560,enrollwtdcc@optimum.net,wtdcc.com,3,3,2,11XALA
XALB,NYCEEC,X,9,Whedco Early Childhood Discovery Center,,(718) 839-1156,50 East 168th Street,10452,1,West Concourse,88,1006644,244022,ybriu@whedco.org,whedco.org,3,3,2,09XALB
XALE,NYCEEC,X,8,NP Ready Set Learn,,(718) 484-8210,830 Fox Street,10459,1,Hunts Point,36,1013027,237140,mimiallen26@gmail.com,,3,6,2,08XALE
XALJ,NYCEEC,X,10,"Saint Jemuel Group Family Day Care, Inc.",,(718) 601-9753,2836 Webb Ave,10468,1,Van Cortlandt Village,28,1011744,257263,saintjemuel@hotmail.com,saintjemueldaycare.com,3,6,1,10XALJ
XALQ,NYCEEC,X,8,Blondell Joyner DCC,,(718) 665-7791,901 Tinton Avenue,10456,1,Morrisania - Melrose,26,1010864,238710,vsalters@sebnc.org,sebnc.org,7,3,2,08XALQ
XALR,NYCEEC,X,8,Five Star DCC,,(718) 292-4774,3261 Third Avenue,10456,1,Morrisania - Melrose,41,1009508,239708,Kamey@sebnc.org,sebnc.org,3,3,1,08XALR
XALV,NYCEEC,X,10,Kingsbridge Heights Community Center,,(718) 690-9466,295 West 231st Street,10463,1,Spuyten Duyvil - Kingsbridge,134,1009731,260248,ydisla@khcc-nyc.org,khcc-nyc.org,3,3,1,10XALV
XALW,NYCEEC,X,9,Sharon Baptist - Center I,,(718) 585-5876,507 East 165th Street,10456,1,Morrisania - Melrose,61,1009672,240510,wmaysonet012@yahoo.com,sharonbaptistheadstart.org,3,1,2,09XALW
XALY,NYCEEC,X,9,LSSMNY: Early Life Children's Center 4,,(917) 962-4344,200 West Tremont Avenue,10453,1,University Heights - Morris Heights,93,1007183,249635,dshuler@lssny.org,lssny.org,3,8,2,09XALY
XALZ,NYCEEC,X,9,Mid Bronx Senior Citizen Center,,(718) 684-4790,100 East Mount Eden Avenue,10452,1,West Concourse,96,1008365,246524,campbell.stephanie13@yahoo.com,,5,6,1,09XALZ
XAMA,NYCEEC,X,11,Brightside Academy - White Plains #2,,(718) 653-4043,3942 White Plains Road,10466,1,Williamsbridge - Olinville,46,1022761,262392,lmcgee@brightsideacademy.com,brightsideacademy.com,5,7,1,11XAMA
XAMB,NYCEEC,X,10,Trabajamos Community Head Start,,(917) 962-9720,2167 University Avenue,10453,1,University Heights - Morris Heights,40,1009274,251887,pcordero.trabajamos@gmail.com,trabajamoschs.com,3,6,1,10XAMB
XAMF,NYCEEC,X,7,Bronxworks UPK School,,(718) 508-3192,498 Southern Boulevard,10455,1,Mott Haven - Port Morris,54,1010478,234803,jweed@bronxworks.org,,5,9,3,07XAMF
XAMI,NYCEEC,X,9,Aleene Logan Day Care,,(718) 538-7135,1450 Webster Avenue,10456,1,Claremont - Bathgate,21,1010244,244483,la_ficklingcdc@yahoo.com,Claremontcenter.org,3,8,1,09XAMI
XAML,NYCEEC,X,8,Just 4 Kids Tremont,,(917) 217-1781,3881 East Tremont,10465,1,Schuylerville - Throgs Nk - Edgewater Pk,12,1034238,239286,Djust4kids@aol.com,,3,3,1,08XAML
XAMQ,NYCEEC,X,10,Mosholu Montefiore - Van Cortlandt,,(718) 543-0231,3880 Sedgwick Avenue,10463,1,Van Cortlandt Village,54,1013642,260882,imelendez@mmcc.org,mmcc.org,3,7,1,10XAMQ
XAMR,NYCEEC,X,7,Iola Jordan Day Care,,(718) 402-4166,421 East 161st Street,10451,1,Morrisania - Melrose,73,1008327,239560,louiseburroughs@yahoo.com,nycmcs.org,3,3,1,07XAMR
XAMT,NYCEEC,X,7,East Side House,,(718) 292-5335,375 East 143rd Street,10454,1,Mott Haven - Port Morris,38,1006041,235409,dcolon@eastsidehouse.org,eastsidehouse.org,3,4,2,07XAMT
XAMV,NYCEEC,X,7,Children's Pride,,(718) 401-4242,414 Morris Avenue,10451,1,Mott Haven - Port Morris,29,1005446,236393,dcolon@eastsidehouse.org,eastsidehouse.org,3,4,2,07XAMV
XAMW,NYCEEC,X,7,East Side House,,(718) 993-3692,200 Alexander Avenue,10454,1,Mott Haven - Port Morris,19,1004851,234005,dcolon@eastsidehouse.org,eastsidehouse.org,3,4,2,07XAMW
XAMZ,NYCEEC,X,7,Philip H. Michaels CDC,,(718) 665-9410,629 Courtlandt Avenue,10451,1,Melrose South - Mott Haven North,126,1006695,237487,yunkim55@hotmail.com,phmny.org,3,7,1,07XAMZ
XANA,NYCEEC,X,7,South Bronx Head Start I,,(718) 292-7250,490 East 143rd Street,10454,1,Mott Haven - Port Morris,35,1006976,234773,southbronxhs@aol.com,Southbronxheadstart.com,3,7,2,07XANA
XANC,NYCEEC,X,7,"Salvation Army, Bronx Citadel",,(718) 742-2346,425 E 159th St,10451,1,Morrisania - Melrose,20,1008222,239041,valerie.toon@use.salvationarmy.org,,7,3,1,07XANC
XANI,NYCEEC,X,8,Ivy League Early Learning Academy,,(718) 239-5275,4022 East Tremont Avenue,10465,1,Schuylerville - Throgs Nk - Edgewater Pk,90,1034629,237946,bronx@ivyleagueearlylearning.com,ivyleagueearlylearning.com,3,3,1,08XANI
XANJ,NYCEEC,X,8,"Just 4 Kids Soundview Center, Inc.",,(917) 995-8041,214-216 Soundview Avenue,10473,1,Soundview-Castle Hl-Clason Pt-Hardng Pk,20,1024332,234371,djust4kids@aol.com,,3,6,1,08XANJ
XANK,NYCEEC,X,8,Just 4 Kids Kiddie Kollege,,(917) 995-8041,781 Castle Hill Avenue,10473,1,Soundview-Castle Hl-Clason Pt-Hardng Pk,18,1025921,239130,Djust4kids@aol.com,,3,3,2,08XANK
XANN,NYCEEC,X,8,Gwendolyn Bland DC,,(718) 991-1050,749 East 163rd Street,10456,1,Morrisania - Melrose,39,1010834,239321,KNorfleet@sebnc.org,sebnc.org,3,7,1,08XANN
