LOCCODE,PREK_TYPE,BOROUGH,NAME,NOTE,PHONE,ADDRESS,ZIP,DAY_LENGTH,SEATS,X,Y,EMAIL,WEBSITE,MEALS,INDOOR_OUTDOOR,EXTENDED_DAY,SEMS_CODE
X189,DOE,X,CORNERSTONE ACADEMY FOR SOCIAL ACTION,,718-794-6160,3441 STEENWICK AVENUE,10475,1,54,1031010,261120,jbellon@schools.nyc.gov,schools.nyc.gov/schoolportals/11/X189,3,3,2,11X189
X195,DOE,X,P.S. 195,,718-861-4461,1250 WARD AVENUE,10472,1,36,1018150,242047,akavana@schools.nyc.gov,schools.nyc.gov/schoolportals/12/X195,2,3,2,12X195
X196,DOE,X,P.S. 196,,718-328-7187,1250 WARD AVENUE,10472,1,36,1018171,241915,lgraciani@schools.nyc.gov,schools.nyc.gov/schoolportals/12/X196,3,3,2,12X196
X199,DOE,X,P.S. 199X - THE SHAKESPEARE SCHOOL,,718-681-7172,1449 SHAKESPEARE AVENUE,10452,1,54,1006248,246572,slopez16@schools.nyc.gov,schools.nyc.gov/schoolportals/09/X199,2,3,2,09X199
X204,DOE,X,P.S. 204 MORRIS HEIGHTS,,718-960-9520,1780 DR. MARTIN LUTHER KING JR. BLVD,10453,1,36,1007729,248989,ablatte2@schools.nyc.gov,schools.nyc.gov/schoolportals/09/X204,2,3,2,09X204
X207,DOE,X,P.S. 207,,718-796-9645,3030 GODWIN TERRACE,10463,1,25,1010158,259254,mrosado@schools.nyc.gov,schools.nyc.gov/schoolportals/10/X207,3,1,2,10X207
X209,DOE,X,P.S. 209,,718-364-0085,313 EAST 183RD STREET,10458,1,36,1012625,251425,akeegan2@schools.nyc.gov,schools.nyc.gov/schoolportals/10/X209,2,7,2,10X209
X211,DOE,X,P.S. 211,,718-901-0436,1919 PROSPECT AVENUE,10457,1,36,1014648,246656,bsoto5@schools.nyc.gov,schools.nyc.gov/schoolportals/12/X211,2,3,2,12X211
X212,DOE,X,P.S. 212,,718-842-2331,1180 TINTON AVENUE,10456,1,36,1011879,241173,gfordanderson@schools.nyc.gov,schools.nyc.gov/schoolportals/12/X212,2,3,2,12X212
X214,DOE,X,P.S. 214,,718-589-6728,1970 WEST FARMS ROAD,10460,1,90,1017453,245076,mgonzalez61@schools.nyc.gov,schools.nyc.gov/schoolportals/12/X214,2,3,2,12X214
X226,DOE,X,P.S. 226,,718-583-5560,1950 SEDGWICK AVENUE,10453,1,18,1007450,251055,gdarden@schools.nyc.gov,schools.nyc.gov/schoolportals/10/X226,2,3,2,10X226
X236,DOE,X,P.S. 236 LANGSTON HUGHES,,718-299-6128,1871 WALTON AVENUE,10453,1,28,1009214,248586,bellis@schools.nyc.gov,schools.nyc.gov/schoolportals/09/X236,3,7,2,09X236
X274,DOE,X,The New American Academy at Roberto Clemente State Park,,718-901-9703,275 HARLEM RIVER PARK BRIDGE,10453,1,72,1006186,250085,mmitja@schools.nyc.gov,schools.nyc.gov/schoolportals/09/X274,2,2,2,09X274
X277,DOE,X,P.S. 277,,718-292-3594,519 ST ANNS AVENUE,10455,1,54,1008130,235625,jvega@ps277x.com,schools.nyc.gov/schoolportals/07/X277,2,3,2,07X277
X300,DOE,X,THE SCHOOL OF SCIENCE AND APPLIED LEARNING,,718-584-6310,2050 PROSPECT AVENUE,10457,1,18,1015509,247488,vsingle2@schools.nyc.gov,schools.nyc.gov/schoolportals/12/X300,3,3,2,12X300
X304,DOE,X,P.S. 304 EARLY CHILDHOOD SCHOOL,,718-822-5307,2750 LAFAYETTE AVENUE,10465,1,36,1031482,240663,jnobile@schools.nyc.gov,schools.nyc.gov/schoolportals/08/X304,2,7,2,08X304
X307,DOE,X,P.S. X307 - EAMES PLACE,,718-601-2632,124 EAMES PLACE,10468,1,18,1011441,255954,ydiaz10@schools.nyc.gov,schools.nyc.gov/schoolportals/10/X307,2,3,2,10X307
X310,DOE,X,P.S. 310 MARBLE HILL,,718-796-9434,260 W KINGSBRIDGE RD,10463,1,54,1010444,257205,ecardon2@schools.nyc.gov,schools.nyc.gov/schoolportals/10/X310,2,3,2,10X310
X314,DOE,X,Fairmont Neighborhood School,,718-860-5210,1550 VYSE AVENUE,10460,1,36,1015477,243237,swolfso2@schools.nyc.gov,schools.nyc.gov/schoolportals/12/X314,3,3,2,12X314
X333,DOE,X,NEW SCHOOL #1 @ P.S. 60,,718-860-3313,888 REV J A POLITE AVE,10459,1,18,1012291,238054,lgerena@schools.nyc.gov,schools.nyc.gov/schoolportals/08/X333,3,1,2,08X333
X335,DOE,X,NEW SCHOOL #2 @ P.S. 60,,718-860-3401,888 REV J A POLITE AVE,10459,1,18,1012294,238107,fmejia@schools.nyc.gov,schools.nyc.gov/schoolportals/08/X335,2,1,2,08X335
X340,DOE,X,P.S. 340,,718-220-1830,25 WEST 195 STREET,10468,1,18,1012674,255963,macosta@schools.nyc.gov,schools.nyc.gov/schoolportals/10/X340,2,3,2,10X340
X357,DOE,X,Young Voices Academy of the Bronx,,718-794-4080,800 LYDIG AVENUE,10462,1,36,1021967,250517,ncruz8@schools.nyc.gov,schools.nyc.gov/schoolportals/11/X357,2,3,2,11X357
X359,DOE,X,Concourse Village Elementary School,,718-402-7503,750 CONCOURSE VILLAGE WEST,10451,1,24,1005524,239082,asorden@schools.nyc.gov,schools.nyc.gov/schoolportals/07/X359,2,3,2,07X359
X360,DOE,X,P.S. 360,,718-548-1511,2880 KINGSBRIDGE TERRACE,10463,1,46,1011283,257987,mrojaspolite@schools.nyc.gov,schools.nyc.gov/schoolportals/10/X360,7,3,2,10X360
X369,DOE,X,YOUNG LEADERS ELEMENTARY SCHOOL,,718-292-7391,468 EAST 140 STREET,10451,1,28,1006464,234126,aponte13@schools.nyc.gov,schools.nyc.gov/schoolportals/07/X369,3,3,2,07X369
X386,DOE,X,SCHOOL FOR ENVIRONMENTAL CITIZENSHIP,,718-563-3292,125 EAST 181 STREET,10453,1,54,1010935,250846,lfox2@schools.nyc.gov,schools.nyc.gov/schoolportals/10/X386,2,3,2,10X386
X392,DOE,X,Bronx Delta School,,718-935-3621,650 HOLLYWOOD AVENUE,10465,1,18,1034611,240528,info@bronxdelta.com,www.bronxdelta.com,2,3,2,08X392
X396,DOE,X,P.S. 396,,718-294-0862,1930 ANDREWS AVENUE,10453,1,28,1008316,250639,ntine@schools.nyc.gov,schools.nyc.gov/schoolportals/10/X396,3,3,2,10X396
X449,DOE,X,GRANT AVENUE ELEMENTARY SCHOOL,,718-681-6288,250 EAST 164 STREET,10456,1,18,1007083,241086,kerat@schools.nyc.gov,schools.nyc.gov/schoolportals/09/X449,2,3,2,09X449
X458,DOE,X,Samara Community School,,718-935-3448,1550 VYSE AVENUE,10460,1,36,1015449,243177,info@samaracommunityschool.org,www.samaracommunityschool.org,3,3,2,12X458
X463,DOE,X,URBAN SCHOLARS COMMUNITY SCHOOL,,718-842-8133,1180 TINTON AVENUE,10456,1,28,1011856,241080,djones51@schools.nyc.gov,schools.nyc.gov/schoolportals/12/X463,2,3,2,12X463
X491,CHARTER,X,Academic Leadership Charter School,,718-585-4215,677 EAST 141 STREET,10454,1,54,1008343,233547,lvarghese07@gmail.com,www.alcsbronx.org,5,9,3,07X491
X531,DOE,X,Archer Elementary School,,718-828-3791,1827 ARCHER STREET,10460,1,36,1021279,244639,zhaviland@schools.nyc.gov,schools.nyc.gov/schoolportals/12/X531,2,3,2,12X531
X536,DOE,X,PS 536,,718-931-4270,1827 ARCHER STREET,10460,1,18,1021269,244708,smedina10@schools.nyc.gov,schools.nyc.gov/schoolportals/12/X536,2,3,2,12X536
X554,CHARTER,X,New York City Montessori Charter School,,347-226-9094,423 East 138th Street,10454,1,52,1005958,233986,andujar@nycmcs.org,www.nycmcs.org,3,4,1,07X554
X555,DOE,X,Mount Eden Children's Academy,,718-294-8155,1501 Jerome Avenue,10452,1,54,1007400,246313,ipayan@schools.nyc.gov,schools.nyc.gov/schoolportals/09/X555,2,3,2,09X555
X567,DOE,X,D11 2012 ES #1,,718-239-7401,1560 PURDY STREET,10462,1,18,1024930,244813,ldebonis@schools.nyc.gov,www.LindentreePTA.weebly.com,2,2,2,11X567
X691,DOE,X,BRONX LITTLE SCHOOL,,718-792-2650,1827 ARCHER STREET,10460,1,18,1021292,244573,jgordon7@schools.nyc.gov,schools.nyc.gov/schoolportals/12/X691,3,7,2,12X691
X718,CHARTER,X,BRONX CHARTER SCHOOL FOR BETTER LEARNING,,718-655-6660,3740 BAYCHESTER AVENUE,10466,1,18,1028544,261528,dtamulonis1@bronxbetterlearning.org,www.bronxbetterlearning.org,3,3,2,11X718
XAAA,NYCEEC,X,Harry H. Gordon School Annex (NYL),,(718) 838-5993,1180 East 214th Street,10469,3,29,1025163,258444,kristen.gorman@yai.org,www.yai.com,2,4,2,11XAAA
XAAC,NYCEEC,X,Puerto Rican Family Institute Bronx Head Start,,(718) 991-5590,1423 Prospect Avenue,10459,3,54,1012812,242680,jrfigueroa@prfi.org,www.prfi.org,3,2,1,12XAAC
XAAF,NYCEEC,X,HOWARD HABER EARLY LEARNING CENTER,,(718) 409-1450,2300 Westchester Avenue,10462,3,24,1026276,243570,Francine.Rykman@ahrcnyc.org,schools.ahrcnyc.org,6,3,2,11XAAF
XAAH,NYCEEC,X,AMALGAMATED NURSERY SCHOOL,,(718) 543-8688,3980 Orloff Avenue,10463,2,20,1014084,261453,amalgamatedns@yahoo.com,www.amalgamatednurseryschool.com,5,2,1,10XAAH
XAAS,NYCEEC,X,Bronxdale Nursery,,(718) 991-8315,1065 Beach Avenue,10472,1,32,1021459,240553,mscrosleyp@gmail.com,,3,7,1,12XAAS
XAAX,NYCEEC,X,Christ the King School,,(718) 538-5959,1345 Grand Concourse,10452,1,36,1007665,244411,ctk_braswell@hotmail.com,www.christthekingbronx.org,3,3,2,09XAAX
XABI,NYCEEC,X,Shining Stars UPK,,(718) 823-2393,3573 Bruckner Boulevard,10461,3,60,1031819,248959,alexandra.lacas@gai-edu.org,www.greekamericaninstitute.org,2,3,1,08XABI
XABK,NYCEEC,X,Holy Cross School,,(718) 842-4492,1846 Randall Avenue,10473,1,90,1022814,236982,UPKAdmit@holycrossbx.org,,3,3,1,08XABK
XABL,NYCEEC,X,Holy Family School,,(718) 863-7280,2169 Blackrock Ave,10472,3,36,1025519,241386,b203@adnyedcuation.org,www.hfsflushing.org,3,3,2,08XABL
XABM,NYCEEC,X,Holy Rosary School,,(718) 652-1838,1500 Arnow Avenue,10469,1,120,1027856,255340,deev16@verizon.net,www.holyrosaryschoolbronx.org,3,4,1,11XABM
XABN,NYCEEC,X,HOLY SPIRIT SCHOOL,,(718) 731-8439,1960 University Avenue,10453,3,54,1008654,250405,mfelix@cmcs.org,www.cmcs.org,3,1,1,10XABN
XABT,NYCEEC,X,Immaculate Conception School,,(718) 547-2847,760 East Gun Hill Road,10467,1,36,1021927,258568,kathryn.franta@archny.org,www.schoolofimmaculateconception.org,5,9,3,11XABT
XACE,NYCEEC,X,Nativity of Our Blessed Lady,,(718) 324-2188,3893 Dyre Avenue,10466,1,18,1030814,263142,b208@adnyeducation.org,www.nativityofourblessedlady.org,3,7,1,11XACE
XACF,NYCEEC,X,NEW COVENANT CHRISTIAN SCHOOL,,(718) 519-8884,1497 Needham Avenue,10469,4,72,1026190,259986,dappia@ncchristianschool.org,www.ncchristianschool.org,2,2,1,11XACF
XACJ,NYCEEC,X,Our Lady if the Assumption School,,(718) 829-2961,1617 Parkview Avenue,10461,1,54,1032045,247331,b210@adnyeducation.org,www.olassumptionbronx.org,5,9,3,08XACJ
XACK,NYCEEC,X,Our Lady of Grace School,,(718) 547-9918,3981 Bronxwood Ave,10466,1,72,1024361,262183,principal@olgschoolbronx.com,www.olgschoolbronx.com,3,3,1,11XACK
XACM,NYCEEC,X,Our Lady of Mount Carmel,,(718) 295-6080,2465 Bathgate Ave,10458,1,72,1014990,252015,olmcsecy@gmail.com,www.mtcarmelschoolbronx.org,2,4,2,10XACM
XACP,NYCEEC,X,THE LUTHERAN CHURCH AND SCHOOL OF OUR SAVIOUR,,(718) 792-5665,1734 Williamsbridge Road,10461,3,36,1025517,249035,GRamsudh@oursaviorbronx.org,www.oursaviourbronx.org,8,3,1,11XACP
XACX,NYCEEC,X,St. Angela Merici School,,(718) 293-2852,266 East  163rd Street,10451,1,36,1006885,240691,kathryn.franta@archny.org,,5,9,3,09XACX
XACY,NYCEEC,X,St. Ann - Our Lady of Mount Carmel Annex),, ,3511 Bainbridge Avenue,10467,1,36,1017830,260531,lflores@saintannschoolbx.org, ,2,1,1,10XACY
XADH,NYCEEC,X,St. Brendan School,,(718) 653-2292,268 East 207th Street,10467,3,36,1018077,258240,stbrendanschoolbronx@gmail.com,www.stbrendanschoolbronx.org,4,3,2,10XADH
XADJ,NYCEEC,X,St. Clare of Assisi School,,(718) 892-4080,1911 Hone Avenue,10461,1,100,1023890,249407,theresa.bivona@archny.org,www.stclareofassisischool.org,2,3,1,11XADJ
XADL,NYCEEC,X,St. Francis De Chantal School,,(646) 794-2848,2962 Harding Avenue,10465,1,54,1036143,236729,earlychildhood.education@archny.org,www.sfdchantalschool.org,5,9,3,08XADL
XADN,NYCEEC,X,St. Francis of Assisi School,,(718) 994-4650,4300 Baychester Avenue,10466,1,54,1027113,266168,assistantprincipal@sfabx.com,www.sfabx.com,3,3,1,11XADN
XADO,NYCEEC,X,St. Francis Xavier School,,(718) 863-0531,1711 Haight Ave,10461,1,80,1025058,248405,sfxupk@gmail.com,www.sfxschool.net,3,4,1,11XADO
XADQ,NYCEEC,X,St. Helena School,,(718) 892-3181,2050 Benedict Avenue,10462,1,80,1024186,243295,b239@adnyeducation.org,www.sthelenaelementary.com,5,9,3,11XADQ
XADT,NYCEEC,X,SAINT JOHN CHRYSOSTOM SCHOOL,,(718) 328-7226,1144 Hoe Avenue,10459,1,92,1014501,240707,b243@adnyeducation.org,www.sjchrysostom.org,3,3,1,12XADT
XADV,NYCEEC,X,St. John School,, ,3143 Kingsbridge Avenue,10463,1,36,1010258,260215,b242@adnyeduction.org,www.stjohnschoolbronx.org,2,3,1,10XADV
XADW,NYCEEC,X,St. Joseph School,,(718) 299-2857,1946 Bathgate Avenue,10457,1,36,1012864,248084,kathryn.franta@archny.org,,5,9,3,09XADW
XADY,NYCEEC,X,St Lucy School,,(718) 882-2203,830 Mace Ave,10467,1,148,1022436,253681,minneci@stlucys.org,www.stlucys.org,3,3,1,11XADY
XADZ,NYCEEC,X,St. Luke School,,(718) 665-2856,608 East  139th Street,10454,1,36,1007753,233114,kathryn.franta@archny.org,www.stluke138.org,5,9,3,07XADZ
XAEB,NYCEEC,X,St. Margaret of Cortona,,(718) 549-8580,452 West 260th Street,10471,1,72,1011055,270141,principal@stmargaretschoolriverdale.com,www.stmargaretschoolriverdale.com,7,3,1,10XAEB
XAEC,NYCEEC,X,SAINT MARTIN OF TOURS,,(718) 220-4750,695 East 182nd Street,10457,3,36,1015622,249219,dlee@cmcs.org,www.cmcs.org,3,4,1,10XAEC
XAEF,NYCEEC,X,St Mary School,,(718) 547-0500,3956 Carpenter Ave,10466,1,72,1022009,262865,slater15fisher@aol.com,www.stmaryschoolbx.org,3,3,1,11XAEF
XAEH,NYCEEC,X,St. Philip Neri School,,(718) 365-2855,3031 Grand Concourse,10468,1,36,1015416,257686,kathryn.franta@archny.org,www.stphilipneribronx.org,5,9,3,10XAEH
XAEO,NYCEEC,X,St.Theresa,,(718) 792-3688,2872 Saint Theresa Avenue,10461,1,92,1030340,248745,b262@adnyeducation.org,www.sttheresaschoolbronx.org,7,3,1,08XAEO
XAEP,NYCEEC,X,St. Thomas Aquinas School,,(718) 378-2854,1909 Daly Avenue,10460,1,90,1016092,245540,kathryn.franta@archny.org,,5,9,3,12XAEP
XAEW,NYCEEC,X,THE LEARNING TREE,,(718) 944-0960,801 Bartholdi Street,10467,1,72,1022274,257708,msjoyce@tltprep.org,www.learningtreeprep.org,3,2,1,11XAEW
XAFA,NYCEEC,X,UCP/NYC'S BRONX CHILDREN'S PROGRAM,,(718) 652-9790,1770 Stillwell Avenue,10469,1,16,1029987,251601,bellman@ucpnyc.org,www.ucpnyc.org,2,3,2,11XAFA
XAFB,NYCEEC,X,"Villa Maria Academy, Inc.",,(718) 824-3260,3335 Country Club Road,10465,1,36,1035029,245985,teresa.barton@archny.org,www.vma-ny.org,7,7,2,08XAFB
XAFG,NYCEEC,X,Little Stars 3,,(347) 947-3171,1420 Burke Avenue,10469,1,58,1026812,257106,lstarsthree@aol.com,www.littlestarspreschools.com,3,7,1,11XAFG
XAFK,NYCEEC,X,Phipps Community Development,,(718) 364-2496,921 East 180th Street,10460,1,72,1017104,247006,KMORRIS@PHIPPSNY.ORG,www.phippsny.org,3,8,2,12XAFK
XAFL,NYCEEC,X,The Garvey School,,(781) 320-3902,950 Baychester Avenue,10475,1,38,1030446,259204,thegarveyschool@gmail.com,www.garveyschool.org,3,4,1,11XAFL
XAFP,NYCEEC,X,Mill Brook,,(718) 665-5250,201 Saint Anns Avenue,10454,1,15,1006786,232909,dcolon@eastsidehouse.org,www.eastsidehouse.org,3,4,2,07XAFP
XAFR,NYCEEC,X,Paul T. Matson Head Start 5,,(718) 328-5470,1780 Story Avenue,10473,1,19,1021566,239163,cscott@paultmatsonhs.org,,3,1,2,08XAFR
XAFZ,NYCEEC,X,New Covenant Christian School,,(718) 328-3255,1925 Grand Concourse,10453,1,36,1010273,249019,rmacarthy@nccmin.org,www.ncchristianschool.org,5,9,3,09XAFZ
XAGC,NYCEEC,X,Highbridge Advisory Council Early Childhood Center #1,,(718) 299-3917,1594 Townsend Avenue,10452,1,49,1008211,246880,DWashington@hacsf.com,www.hacfs.org,3,7,1,09XAGC
XAGF,NYCEEC,X,Manida (Center #1),,(718) 542-7590,711 Manida Street,10474,1,79,1015054,236102,junerose7@msn.com,,3,7,2,08XAGF
XAGX,NYCEEC,X,LSSMNY: Early LIFE Children's Center 6,,(718) 943-0580,2125 Watson Avenue,10472,1,53,1024951,241571,vmoreira@lssny.org,www.lssny.org,7,3,2,08XAGX
XAHA,NYCEEC,X,Ready Set Learn,,(718) 484-8777,3480 Third Avenue,10456,2,36,1010267,241697,kelleycandice14@gmail.com,www.RSLCC.COM,3,7,1,09XAHA
XAHB,NYCEEC,X,Grow With Us (Susan E. Wagner),,(718) 299-6892,1732 Davidson Avenue,10453,2,54,1008297,248215,smorenogwu@gmail.com,,3,7,2,09XAHB
XAHD,NYCEEC,X,Mid Bronx CCRP ECC 4,,(917) 962-9384,1020 Summit Avenue,10452,1,31,1003706,243050,ogdendc@midbronx.org,www.midbronx.org,3,6,1,09XAHD
XAHF,NYCEEC,X,Dr. Katharine Dodge Brownell School,,(718) 430-7938,450 Castle Hill Avenue,10473,3,25,1026558,236862,cnavarro@leakeandwatts.org,www.leakeandwatts.org,2,7,1,08XAHF
XAHH,NYCEEC,X,"Trabajamos Community Head Start, Inc. Center #6",,(917) 259-7081,1997 Bathgate Avenue,10457,1,43,1013008,248709,lbtrabajamos_hs@yahoo.com,www.trabajamoschs.com,3,4,1,10XAHH
XAHL,NYCEEC,X,E Bronx Day Care Center,,(718) 617-2900,1113 Colgate Avenue,10472,1,40,1017010,240188,eastbronxdaycare@verizon.net,,3,7,1,08XAHL
XAHM,NYCEEC,X,NORTHEAST BRONX DAY CARE CENTER (SUSAN WAGNER),,(718) 601-5401,5401 Post Road,10471,2,38,1012413,267701,susanwagnerdayschool1@yahoo.com,,3,7,2,10XAHM
XAHR,NYCEEC,X,Concord Head Start/Early Learn Center,,(718) 292-8564,560 Concord Avenue,10455,3,17,1009806,235709,dlicona@cmcs.org,www.cmcs.org,3,4,1,07XAHR
XAHS,NYCEEC,X,"LITTLE STARS TOO, INC.",,(718) 515-8800,1083 Allerton Avenue,10469,1,40,1023979,254689,lstarstoo@aol.com,www.littlestarspreschools.com,2,7,1,11XAHS
XAHW,NYCEEC,X,Betances Early Childhood Center (NYCHA),,(718) 665-1100,528 East 146th Street,10455,1,22,1007717,235292,Hammonda@e-s-s.org,www.essnyc.org,3,2,1,07XAHW
XAIB,NYCEEC,X,Throggs Neck Early Learn Center,,(718) 882-0172,461 Swinton Avenue,10465,1,20,1033307,238199,Familytnelc@gmail.com,,3,4,1,08XAIB
XAIC,NYCEEC,X,LSSMNY: Early LIFE Children's Center 2,,(718) 292-7015,888 Westchester Avenue,10459,1,53,1012130,238249,djorge@lssny.org,www.Lutheran Social Services.Org,5,9,3,08XAIC
XAID,NYCEEC,X,LSSMNY: Early LIFE Children's Center 1,,(347) 297-2900,80 East 181 Street,10453,1,84,1010712,250788,jcebeno@lssny.org,www.lssny.org,3,7,1,10XAID
XAIE,NYCEEC,X,Mid Bronx CCRP ECC 3,,(917) 962-9384,1360 Ogden Avenue,10452,1,25,1005142,245938,ogdendc@midbronx.org,www.midbronx.org/,3,6,1,09XAIE
XAIF,NYCEEC,X,Be Above 52,,(718) 466-7519,1810 Davidson Avenue,10453,1,71,1008628,248837,gmoriah@babove.com,,3,7,2,10XAIF
XAIM,NYCEEC,X,Highbridge Advisory Council Early Childhood Center #3,,(718) 293-9196,1399 Ogden Avenue,10452,1,29,1005135,246172,souting@hacss.com,www.Highbridgeadvisorycouncil.com,3,7,1,09XAIM
XAIN,NYCEEC,X,Highbridge Advisory Council Day Care Center (Nelson Avenue),,(718) 681-5216,1181 Nelson Avenue,10452,1,52,1004754,244325,afortes@hacfs.com,www.hacfs.org,7,8,2,09XAIN
XAIQ,NYCEEC,X,Richard H. Mangum Early Learning Center,,(718) 590-0673,383 E. 162nd Street,10451,1,18,1008089,239884,mpaulino@hacfs.com,www.hacfs.org,3,3,2,09XAIQ
XAJB,NYCEEC,X,"Concourse House, HDFC",,(917) 801-2515,2348 Webster Ave,10458,1,65,1013411,251627,wgelabert@concoursehouse.org,www.concoursehouse.org,3,3,2,10XAJB
XAJD,NYCEEC,X,Bronx Early Childhood Center,,(718) 764-2409,1515 Southern Boulevard,10460,1,40,1014570,242931,cmiree@childrensaidsociety.org,www.childrensaidsociety.org,3,7,1,12XAJD
XAJF,NYCEEC,X,Brightside Academy - Louis Nine,,(718) 991-2119,1336 Louis Nine Boulevard,10459,1,39,1014127,242267,singram@brightsideacademy.com,www.brightsideacademy.com,5,7,1,12XAJF
XAJG,NYCEEC,X,Brightside Academy - Southern,,(718) 842-2252,1093 Southern Boulevard,10459,1,38,1014083,240232,adavis@brightsideacademy.com,www.brightsideacademy.com,5,7,1,12XAJG
XAJJ,NYCEEC,X,Sharon Baptist - Center II,,(718) 299-6500,279 East Burnside Avenue,10457,1,54,1011451,249405,ecollazo70@yahoo.com,www.sharonbaptistheadstart.org,3,1,1,09XAJJ
XAJK,NYCEEC,X,Brightside Academy - St. Ann,,(718) 585-1472,780 Saint Anns Avenue,10456,1,31,1009167,238132,johrablo@brightsideacademy.com,www.brightsideacademy.com,5,1,1,07XAJK
XAJT,NYCEEC,X,East Tremont Child Care and Development Center,,(718) 731-4166,1811 Crotona Avenue,10457,1,29,1013492,246478,etccdc@aol.com,www.etccdc.com,7,7,1,12XAJT
XAJU,NYCEEC,X,Children's Aid at P.S. 211,,(347) 821-4222,1919 Prospect Avenue,10457,1,28,1014768,246818,Tracyp@childrensaidsociety.org,,3,6,1,12XAJU
XAKA,NYCEEC,X,Intervale (Center #2),,(718) 542-1161,1054 Intervale Avenue,10459,1,62,1012885,239768,geure@lapen.com,www.lapen.com,5,9,3,12XAKA
XAKB,NYCEEC,X,Watson Avenue ECC,,(718) 828-9400,1880 Watson Avenue,10472,1,44,1022610,241011,catherine.budington@birchfamilyservices.org,www.birchfamilyservices.org,3,3,1,08XAKB
XAKD,NYCEEC,X,Sound Dale Center for ECE,,(718) 378-3533,1211 Croes Avenue,10472,1,76,1019956,241613,bronxdale@verizon.net,,3,4,1,12XAKD
XAKE,NYCEEC,X,Bronx River Early Learn Center,,(718) 842-6582,1555 East 174th Street,10472,1,35,1017906,243401,angelamazzone@yahoo.com,,3,7,2,12XAKE
XAKF,NYCEEC,X,Stepping Stone Day School,,(718) 554-2025,2826 Westchester Avenue,10461,1,18,1029809,246901,danf@steppingstonedayschool.org,www.steppingstonedayschool.com,7,3,2,08XAKF
XAKH,NYCEEC,X,Labor Bathgate Community CCC,,(718) 583-3850,1638 Anthony Avenue,10457,1,30,1010601,246201,laborbathgate@yahoo.com,,3,3,2,09XAKH
XAKJ,NYCEEC,X,Wake-Eden Christian Academy,,(718) 325-8056,2074 Strang Ave.,10466,1,36,1028603,263806,academy@wakeeden.org,,3,7,1,11XAKJ
XAKO,NYCEEC,X,Episcopal Social Services Head Start (Paul's House),,(718) 401-5133,500 Bergen Avenue,10455,1,17,1006992,236189,damesa@e-s-s.org,www.essnyc.org,3,4,1,07XAKO
XAKQ,NYCEEC,X,HELP III,,(718) 583-1511,785 Crotona Park North,10460,1,13,1014332,245620,ldavis@helpusa.org,www.helpusa.org,3,3,2,12XAKQ
XAKR,NYCEEC,X,Prospect Early Childhood Center,,(718) 617-6100,730 Kelly Street,10455,1,11,1012083,236777,lcano@hfhnyc.org,www.hfhnyc.org,2,7,1,08XAKR
XAKX,NYCEEC,X,Anna Lefkowitz DCC,,(718) 292-8682,690 Westchester Avenue,10455,1,30,1010022,236827,judy.valez.phm@gmail.com,www.philiphmichaels.org,3,7,1,07XAKX
XAKZ,NYCEEC,X,Harry H. Gordon School (NYL),,(718) 367-5917,2465 Bathgate Avenue,10458,1,8,1014939,251939,Melissa.bybel@yai.org,www.yai.org,2,4,2,10XAKZ
XALA,NYCEEC,X,Westchester Tremont DCC,,(718) 824-7390,2547 East Tremont Avenue,10461,1,52,1026167,246560,enrollwtdcc@optimum.net,www.wtdcc.com,3,3,2,11XALA
XALB,NYCEEC,X,WHEDco Early Childhood Discovery Center,,(718) 839-1156,50 East 168th Street,10452,1,88,1006644,244022,ybriu@whedco.org,www.whedco.org,3,3,2,09XALB
XALE,NYCEEC,X,NP Ready Set Learn,,(718) 484-8210,830 Fox Street,10459,1,36,1013027,237140,mimiallen26@gmail.com,,3,6,2,08XALE
XALJ,NYCEEC,X,"Saint Jemuel Group Family Day Care, Inc.",,(718) 601-9753,2836 Webb Ave,10468,1,28,1011744,257263,saintjemuel@hotmail.com,www.saintjemueldaycare.com,3,6,1,10XALJ
XALQ,NYCEEC,X,Blondell Joyner DCC,,(718) 665-7791,901 Tinton Avenue,10456,1,26,1010864,238710,vsalters@sebnc.org,www.sebnc.org,7,3,2,08XALQ
XALR,NYCEEC,X,Five Star DCC,,(718) 292-4774,3261 Third Avenue,10456,1,41,1009508,239708,Kamey@sebnc.org,www.sebnc.org,3,3,1,08XALR
XALV,NYCEEC,X,Kingsbridge Heights Community Center,,(718) 690-9466,295 West 231st Street,10463,1,134,1009731,260248,ydisla@khcc-nyc.org,khcc-nyc.org,3,3,1,10XALV
XALW,NYCEEC,X,Sharon Baptist - Center I,,(718) 585-5876,507 East 165th Street,10456,1,61,1009672,240510,wmaysonet012@yahoo.com,www.sharonbaptistheadstart.org,3,1,2,09XALW
XALY,NYCEEC,X,LSSMNY: Early LIFE Children's Center 4,,(917) 962-4344,200 West Tremont Avenue,10453,1,93,1007183,249635,dshuler@lssny.org,www.lssny.org,3,8,2,09XALY
XAMA,NYCEEC,X,Brightside Academy - White Plains #2,,(718) 653-4043,3942 White Plains Road,10466,1,46,1022761,262392,lmcgee@brightsideacademy.com,www.brightsideacademy.com,5,7,1,11XAMA
XAMB,NYCEEC,X,"Trabajamos Community Head Start, Inc. Center - University",,(917) 962-9720,2167 University Avenue,10453,1,40,1009274,251887,pcordero.trabajamos@gmail.com,www.trabajamoschs.com,3,6,1,10XAMB
