LOCCODE,X,Y,PREK_TYPE,NAME,NOTE,ADDRESS,BOROUGH,ZIP,PHONE,EMAIL,WEBSITE,DAY_LENGTH,SEATS,MEALS,INDOOR_OUTDOOR,SEMS_CODE,BUTTON_TYPE,START_TIME,EARLY_DROP,LATE_PICKUP,ENHANCED_LANG,FLEX_SCHED,SPED_FLG,INCOME_FLG,SPECIAL_PRIOR
"XAIB",1033307,238199,"NYCEEC","Throggs Neck Early Learn Center","","461 Swinton Ave","X",10465,"718-882-0172","familytnelc@gmail.com","",1,20,3,3,"08XAIB","apply","8:00 a.m","No","Yes",209,1,0,1,""
"XAIC",1012130,238249,"NYCEEC","LSSMNY : Early Life Children's Center 2","","888 Westchester Ave","X",10459,"718-292-7015","djorge@lssny.org","http://lutheransocialservices.org",1,54,5,9,"08XAIC","apply","8:00 a.m","Yes","No",0,0,0,1,""
"XAID",1010712,250788,"NYCEEC","LSSMNY : Early Life Children's Center 1","","80 East 181st St","X",10453,"347-297-2900","jcebeno@lssny.org","http://lssny.org",1,90,3,7,"10XAID","apply","8:30 a.m","Yes","No",0,0,0,1,""
"XAIE",1005142,245938,"NYCEEC","Mid Bronx CCRP ECC 3","","1360 Ogden Ave","X",10452,"917-962-9384","ogdendc@midbronx.org","http://midbronx.org",1,25,3,6,"09XAIE","apply","8:00 a.m","No","No",0,0,0,1,""
"XAIF",1008638,248805,"NYCEEC","Be Above 52","","1810 Davidson Ave","X",10453,"718-466-7519","gem_almor@hotmail.com","",1,51,3,7,"10XAIF","apply","9:00 a.m","Yes","Yes",0,0,0,1,""
"XAIM",1005135,246172,"NYCEEC","Highbridge Advisory Council ECC #3","","1399 Ogden Ave","X",10452,"718-293-9196","jtapia@hacfs.com","",1,29,3,2,"09XAIM","apply","8:00 a.m","No","No",0,1,0,1,""
"XAIN",1004754,244325,"NYCEEC","Highbridge Advisory Council DCC ( Nelson Avenue )","","1181 Nelson Ave","X",10452,"718-681-5216","afortes@hacfs.com","http://hacfs.org",1,86,7,7,"09XAIN","apply","8:15 a.m","No","No",209,0,0,1,""
"XAIQ",1008089,239884,"NYCEEC","Richard H Mangum ELC","","383 East 162nd St","X",10451,"718-590-0673","paulinomarisol@gmail.com","http://hacfs.org",1,18,3,3,"09XAIQ","apply","8:00 a.m","No","Yes",0,0,0,1,""
"XAJB",1013411,251627,"NYCEEC","Concourse House, HDFC","","2348 Webster Ave","X",10458,"917-801-2515","wgelabert@concoursehouse.org","http://concoursehouse.org",1,65,3,3,"10XAJB","apply","8:00 a.m","No","Yes",0,0,0,1,""
"XAJD",1014570,242931,"NYCEEC","Bronx ECC","","1515 Southern Blvd","X",10460,"718-764-2409","shireenh@childrensaidsociety.org","http://childrensaidsociety.org",1,36,3,7,"12XAJD","apply","8:00 a.m","No","Yes",0,0,0,1,""
"XAJJ",1011451,249405,"NYCEEC","Sharon Baptist - Center II","","279 East Burnside Ave","X",10457,"718-299-6500","ecollazo70@yahoo.com","http://sharonbaptistheadstart.org",1,54,3,1,"09XAJJ","apply","Contact program about start time","Contact program about extended hours","Contact program about extended hours",0,0,0,1,""
"XAJR",1034871,244741,"NYCEEC","Providence Rest Child DCC, Inc.","","3310 Campbell Dr","X",10465,"718-823-3588","srtadcsjb@aol.com","http://providencerest.org",1,18,5,9,"08XAJR","apply","8:40 a.m","Yes","Yes",0,0,0,0,""
"XAJT",1013492,246478,"NYCEEC","East Tremont Child Care And Development Center","","1811 Crotona Ave","X",10457,"718-731-4166","etccdc@aol.com","http://etccdc.com",1,36,7,7,"12XAJT","apply","9:00 a.m","Yes","Yes",0,0,0,1,""
"XAJU",1014768,246818,"NYCEEC","Children's Aid At P.S. 211","","1919 Prospect Ave","X",10457,"347-821-4222","alindsay@childrensaidsociety.org","",1,28,3,6,"12XAJU","apply","Contact program about start time","Contact program about extended hours","Contact program about extended hours",0,0,0,1,""
"XAKA",1012885,239768,"NYCEEC","Intervale ( Center #2 )","","1054 Intervale Ave","X",10459,"718-893-5074","rsutton@lapen.com","http://lapen.com",1,62,5,1,"12XAKA","apply","8:30 a.m","No","No",0,0,0,1,""
"XAKB",1022610,241011,"NYCEEC","Watson Avenue ECC","","1880 Watson Ave","X",10472,"718-828-9400","janice.goldman@birchfamilyservices.org","http://birchfamilyservices.org",1,44,3,3,"08XAKB","apply","8:00 a.m","No","Yes",0,0,1,1,""
"XAKD",1019956,241613,"NYCEEC","Sound Dale Center For Ece","","1211 Croes Ave","X",10472,"718-378-3533","bronxdale@verizon.net","",1,120,3,3,"12XAKD","apply","8:00 a.m","No","No",0,0,0,1,""
"XAKE",1017906,243401,"NYCEEC","Bronx River Early Learn Center","","1555 East 174th St","X",10472,"718-842-6582","angelamazzone@yahoo.com","",1,20,3,7,"12XAKE","apply","9:00 a.m","Yes","Yes",209,0,0,1,""
"XAKF",1029809,246901,"NYCEEC","Stepping Stone Day School","","2826 Westchester Ave","X",10461,"718-554-2025","danf@steppingstonedayschool.org","http://steppingstonedayschool.com",1,18,7,3,"08XAKF","apply","8:00 a.m","Yes","No",209,0,1,0,""
"XAKH",1010601,246201,"NYCEEC","Labor Bathgate Community CCC","","1638 Anthony Ave","X",10457,"718-583-3850","laborbathgate@yahoo.com","",1,30,3,3,"09XAKH","apply","8:00 a.m","No","No",0,1,0,1,""
"XAKJ",1028603,263806,"NYCEEC","Wake - Eden Christian Academy","","2074 Strang Ave","X",10466,"718-325-8056","academy@wakeeden.org","",1,36,3,7,"11XAKJ","apply","8:30 a.m","Yes","Yes",0,1,0,0,""
"XAKO",1006992,236189,"NYCEEC","Episcopal Social Services Head Start ( Paul's House )","","500 Bergen Ave","X",10455,"718-401-5133","ruizj@e-s-s.org","http://shelteringarmsny.org",1,14,3,3,"07XAKO","apply","9:00 a.m","Yes","Yes",209,0,0,1,""
"XAKQ",1014332,245620,"NYCEEC","Help III","","785 Crotona Park North","X",10460,"718-798-4002","almoe@helpusa.org","http://helpusa.org",1,18,3,3,"12XAKQ","apply","8:30 a.m","Yes","Yes",209,0,0,1,""
"XAKR",1012083,236777,"NYCEEC","Prospect ECC","","730 Kelly St","X",10455,"718-617-6100","kthurman@hfhnyc.org","http://hfhnyc.org",1,9,2,7,"08XAKR","apply","Contact program about start time","Contact program about extended hours","Contact program about extended hours",0,0,0,1,""
"XAKZ",1014939,251939,"NYCEEC","Harry H Gordon School ( NYL )","","2465 Bathgate Ave","X",10458,"718-367-5917","melissa.bybel@yai.org","http://yai.org",1,8,2,3,"10XAKZ","apply","8:15 a.m","No","No",0,0,1,0,""
"XALA",1026167,246560,"NYCEEC","Westchester Tremont DCC","","2547 East Tremont Ave","X",10461,"718-824-7390","enrollwtdcc@optimum.net","http://wtdcc.com",1,36,3,3,"11XALA","apply","9:00 a.m","Yes","Yes",0,0,0,1,""
"XALB",1006644,244022,"NYCEEC","WHEDco Early Childhood Discovery Center","","50 East 168th St","X",10452,"718-839-1120","drussell@whedco.org","http://whedco.org",1,96,3,3,"09XALB","apply","Contact program about start time","Contact program about extended hours","Contact program about extended hours",0,0,0,1,""
"XALE",1013027,237140,"NYCEEC","Np Ready Set Learn","","830 Fox St","X",10459,"718-484-8210","jblundo21@gmail.com","",1,36,3,2,"08XALE","apply","8:30 a.m","Yes","Yes",0,0,0,0,""
"XALJ",1011744,257263,"NYCEEC","St. Jemuel Group Family Day Care, Inc.","","2836 Webb Ave","X",10468,"718-601-9753","stjemuel@yahoo.com","http://saintjemueldaycare.com",1,31,3,6,"10XALJ","apply","8:30 a.m","No","No",0,0,0,1,""
"XALQ",1010864,238710,"NYCEEC","Blondell Joyner DCC","","901 Tinton Ave","X",10456,"718-665-7791","vsalters@sebnc.org","",1,29,3,3,"08XALQ","apply","8:00 a.m","No","Yes",0,0,0,1,""
"XALR",1009508,239708,"NYCEEC","Five Star DCC","","3261 Third Ave","X",10456,"718-292-4774","kamey@sebnc.org","http://sebnc.org",1,47,3,3,"08XALR","apply","9:00 a.m","Yes","Yes",0,1,0,1,""
"XALV",1009731,260248,"NYCEEC","Kingsbridge Heights Community Center","","295 West 231st St","X",10463,"718-690-9466","ydisla@khcc-nyc.org","http://khcc-nyc.org",1,78,3,3,"10XALV","apply","8:00 a.m","No","No",209,0,0,1,""
"XALW",1009672,240510,"NYCEEC","Sharon Baptist - Center I","","507 East 165th St","X",10456,"718-585-5876","wmaysonet012@yahoo.com","http://sharonbaptistheadstart.org",1,54,3,1,"09XALW","apply","8:00 a.m","No","Yes",0,0,0,1,""
"XALY",1007183,249635,"NYCEEC","LSSMNY : Early Life Children's Center 4","","200 West Tremont Ave","X",10453,"212-870-1113","chardison@lssny.org","http://early-life.org",1,96,3,7,"09XALY","apply","Contact program about start time","Contact program about extended hours","Contact program about extended hours",0,0,0,1,""
"XALZ",1008365,246524,"NYCEEC","Mid Bronx Sr. Citizen Center","","100 East Mt Eden Ave","X",10452,"718-684-4790","campbell.stephanie13@yahoo.com","",1,120,5,6,"09XALZ","apply","8:00 a.m","No","Yes",0,0,0,1,""
"XAMB",1009274,251887,"NYCEEC","Trabajamos Community Head Start","","2167 University Ave","X",10453,"917-962-9720","pcordero.trabajamos@gmail.com","",1,18,3,6,"10XAMB","apply","Contact program about start time","Contact program about extended hours","Contact program about extended hours",0,0,0,1,""
"XAMI",1010244,244483,"NYCEEC","Aleene Logan Day Care","","1450 Webster Ave","X",10456,"718-293-1530","ajones@claremontcenter.org","",1,20,3,3,"09XAMI","apply","Contact program about start time","Contact program about extended hours","Contact program about extended hours",0,0,0,1,""
"XAML",1034238,239286,"NYCEEC","Just 4 Kids Tremont","","3881 East Tremont","X",10465,"917-217-1781","djust4kids@aol.com","",1,12,3,3,"08XAML","apply","8:00 a.m","No","Yes",0,0,0,0,""
"XAMQ",1013642,260882,"NYCEEC","Mosholu Montefiore - Van Cortlandt","","3880 Sedgwick Ave","X",10463,"718-543-0231","avendiola@mmcc.org","http://mmcc.org",1,18,3,7,"10XAMQ","apply","8:30 a.m","Yes","Yes",0,0,0,1,""
"XAMR",1008327,239560,"NYCEEC","Iola Jordan Day Care","","421 East 161st St","X",10451,"718-293-3226","louiseburroughs@yahoo.com","http://nycmcs.org",1,73,3,3,"07XAMR","apply","8:30 a.m","Yes","Yes",0,0,0,1,""
"XAMT",1006041,235409,"NYCEEC","East Side House","","375 East 143rd St","X",10454,"718-292-5335","dheyward@eastsidehouse.org","http://eastsidehouse.org",1,38,3,3,"07XAMT","apply","8:30 a.m","No","No",0,0,0,1,""
"XAMV",1005446,236393,"NYCEEC","Children's Pride","","414 Morris Ave","X",10451,"718-665-5250","dheyward@eastsidehouse.org","http://eastsidehouse.org",1,29,3,3,"07XAMV","apply","Contact program about start time","Contact program about extended hours","Contact program about extended hours",209,0,0,1,""
"XAMW",1004851,234005,"NYCEEC","East Side House","","200 Alexander Ave","X",10454,"718-665-5250","dheyward@eastsidehouse.org","http://eastsidehouse.org",1,19,3,3,"07XAMW","apply","Contact program about start time","Contact program about extended hours","Contact program about extended hours",209,0,0,1,""
"XANA",1006976,234773,"NYCEEC","South Bronx Head Start I","","490 East 143rd St","X",10454,"718-292-7250","southbronxhs@aol.com","http://southbronxheadstart.com",1,29,3,7,"07XANA","apply","8:00 a.m","No","Yes",209,1,0,1,""
"XANC",1008222,239041,"NYCEEC","Salvation Army - Bronx Citadel","","425 E 159th St","X",10451,"212-352-5575","novie.walker@use.salvationarmy.org","",1,20,7,3,"07XANC","apply","9:30 a.m","Yes","Yes",0,0,0,1,""
"XANI",1034629,237946,"NYCEEC","Ivy League Early Learning Academy","","4022 East Tremont Ave","X",10465,"718-239-5275","bronx@ivyleagueearlylearning.com","http://ivyleagueearlylearning.com",1,90,3,3,"08XANI","apply","8:30 a.m","Yes","Yes",0,0,0,0,""
"XANJ",1024332,234371,"NYCEEC","Just 4 Kids Soundview Center, Inc.","","214 - 216 Soundview Ave","X",10473,"917-995-8041","djust4kids@aol.com","",1,20,3,6,"08XANJ","apply","8:00 a.m","No","Yes",0,1,0,0,""
"XANK",1025921,239130,"NYCEEC","Just 4 Kids Kiddie Kollege","","781 Castle Hl Ave","X",10473,"917-995-8041","djust4kids@aol.com","",1,18,3,3,"08XANK","apply","8:00 a.m","No","No",0,0,0,0,""
"XANN",1010834,239321,"NYCEEC","Gwendolyn Bland Dc","","749 East 163rd St","X",10456,"718-991-1050","knorfleet@sebnc.org","http://sebnc.org",1,47,3,7,"08XANN","apply","9:00 a.m","Yes","Yes",0,1,0,1,""
"XANT",1009415,242608,"NYCEEC","Louis A Fickling CDC","","1240 Webster Ave","X",10456,"718-588-1000","ajones@claremontcenter.org","http://claremontcenter.org",1,20,3,7,"09XANT","apply","8:00 a.m","No","No",0,1,0,1,""
"XANU",1009073,244994,"NYCEEC","Help II","","285 East 171st St","X",10457,"718-498-4002","cviruet@helpusa.org","",1,20,3,7,"09XANU","apply","8:00 a.m","Yes","Yes",0,1,0,1,""
"XANV",1003919,244672,"NYCEEC","Highbridge Advisory Council Doris East Stone Day Care","","1165 University Ave","X",10452,"718-681-5888","afrancis@hacfs.com","http://hacfs.org",1,29,3,7,"09XANV","apply","8:00 a.m","No","No",0,0,0,1,""
"XANW",1004909,241051,"NYCEEC","Highbridge Advisory Council Head Start","","880 Riv Ave","X",10452,"718-992-1321","hacceo1@aol.com","http://hacfamilyservices.org/",1,52,3,7,"09XANW","apply","Contact program about start time","Contact program about extended hours","Contact program about extended hours",0,0,0,1,""
"XANX",1006652,239509,"NYCEEC","Highbridge Advisory Council Marshall England ELC","","800 Concourse Vlg East","X",10451,"718-992-1321","WCarter@hacfs.com","",1,40,5,9,"07XANX","apply","Contact program about start time","Contact program about extended hours","Contact program about extended hours",0,0,0,0,""
"XANZ",1009205,248531,"NYCEEC","Walton ( Center #5 )","","1871 Walton Ave","X",10453,"718-215-2220","rsutton@lapen.com","",1,47,3,3,"09XANZ","apply","8:30 a.m","No","No",0,0,0,1,""
"XAOA",1010673,247693,"NYCEEC","Promesa Multi - Cultural DCC II","","300 East 175th St","X",10457,"347-649-3267","awhite@promesa.org","http://promesa.org",1,74,7,6,"09XAOA","apply","Contact program about start time","Contact program about extended hours","Contact program about extended hours",209,0,0,1,""
"XAOB",1006301,247653,"NYCEEC","South Bronx Head Start II","","141 Featherbed Ln","X",10452,"718-292-7250","southbronxhs@aol.com","",1,36,3,7,"09XAOB","apply","8:00 a.m","No","Yes",0,1,0,1,""
"XAOC",1010280,244553,"NYCEEC","South Bronx III","","1458 Webster Ave","X",10456,"718-538-4112","southbronxhs3@aol.com","",1,36,5,9,"09XAOC","apply","Contact program about start time","Contact program about extended hours","Contact program about extended hours",209,0,0,1,""
"XAOD",1006701,242570,"NYCEEC","Bronxworks","","1130 Grand Concourse","X",10456,"718-508-3054","oadegoke@bronxworks.org","http://bronxworks.org",1,40,3,3,"09XAOD","apply","8:00 a.m","No","Yes",0,0,0,1,""
"XAOF",1011650,245000,"NYCEEC","Tremont Monterey DCC II","","1600 Bathgate Ave","X",10457,"718-466-6700","tmdccsiteii@aol.com","http://tremontmonterey.com",1,32,3,3,"09XAOF","apply","7:30 a.m","Yes","Yes",209,1,0,1,""
"XAOI",1012697,247994,"NYCEEC","Sharon Baptist - Center IV","","1925 Bathgate Ave","X",10457,"718-466-1604","bmanners@sharonbaptistheadstart.org","http://sharonbaptistheadstart.org",1,46,3,7,"09XAOI","apply","8:00 a.m","No","Yes",0,0,1,1,""
"XAOK",1006412,248497,"NYCEEC","Seventh Avenue Center For Family Services","","1646 Montgomery Ave","X",10453,"718-901-0140","info@7thavenuecenter.org","",1,31,3,6,"09XAOK","apply","8:00 a.m","No","No",0,0,0,1,""
"XAOL",1010252,253344,"NYCEEC","St. Nicholas Of Tolentine Head Start","","2331 University Ave","X",10468,"718-364-7608","msuarez@cmcs.org","http://cmcs.org",3,18,3,2,"10XAOL","info","8:30 a.m","No","Yes",0,0,0,1,""
"XAOM",1016011,250310,"NYCEEC","Belmont CDC Center","","2340 Cambreleng Ave","X",10458,"718-584-1576","bcdaycare@verizon.net","http://belmontdaycare.org",1,100,2,3,"10XAOM","apply","8:00 a.m","No","Yes",209,1,0,1,""
"XAON",1013286,261771,"NYCEEC","Brenda's Playschool","","3930 Bailey Ave","X",10463,"718-796-5048","brendacaceres@aol.com","",1,12,5,6,"10XAON","apply","8:30 a.m","Yes","Yes",0,0,0,0,""
"XAOR",1012039,254055,"NYCEEC","Kingsbridge Montessori School","","2500 Jerome Ave","X",10468,"718-561-8111","jasmineedu@aol.com","http://riverdalekingsbridgemontessori.com",1,36,7,3,"10XAOR","apply","8:30 a.m","Yes","Yes",0,0,0,0,""
"XAOS",1011806,269258,"NYCEEC","Riverdale Montessori School","","5705 Mosholu Ave","X",10471,"718-543-4884","jasmineedu@aol.com","http://riverdalekingsbridgemontessori.com",1,38,7,7,"10XAOS","apply","7:30 a.m","Yes","Yes",0,0,0,0,""
"XAOT",1011744,259002,"NYCEEC","Kingsbridge Heights Community Center","","3101 Kingsbridge Ter","X",10463,"718-884-0700","ydisla@khcc-nyc.org","http://khcc.org",1,38,3,3,"10XAOT","apply","8:00 a.m","No","No",209,0,0,1,""
"XAOU",1009996,258430,"NYCEEC","Marble Hill Nursery School","","5470 Broadway","X",10463,"718-562-7055","marblehill5470@aol.com","http://marblehillnurseryschool.org",1,40,3,7,"10XAOU","apply","9:00 a.m","Yes","Yes",0,0,0,0,""
"XAOV",1010084,250789,"NYCEEC","Marc Academy And Family Center","","2105 Jerome Ave","X",10453,"718-562-3410","ayork@marcafc.org","http://marcafc.org",1,36,3,9,"10XAOV","apply","8:00 a.m","No","No",209,0,0,1,""
"XAOW",1017452,260836,"NYCEEC","Mosholu Montefiore Community Center - Northside Annex","","3512 Dekalb Ave","X",10467,"718-405-0020","avendiola@mmcc.org","http://mmcc.org",2,74,3,7,"10XAOW","apply","8:30 a.m","Yes","Yes",0,0,0,1,""
"XAOX",1017203,260454,"NYCEEC","CDC Of Mosholu Montefiore CC","","3450 Dekalb Ave","X",10467,"718-654-0563","avendiola@mmcc.org","http://mmcc.org",3,144,3,3,"10XAOX","info","8:30 a.m","Yes","Yes",0,0,0,1,""
"XAPA",1010824,268413,"NYCEEC","Riverdale Neighborhood House, Inc.","","5521 Mosholu Ave","X",10471,"718-549-8100","kpowers@riverdaleonline.org","http://riverdaleonline.org",1,72,5,3,"10XAPA","apply","8:00 a.m","No","Yes",0,0,0,0,""
"XAPC",1008351,264156,"NYCEEC","Riverdale Temple Nursery School","","4545 Independence Ave","X",10471,"718-796-0335","nsdirector.rtns@gmail.com","",1,44,7,3,"10XAPC","apply","8:45 a.m","Yes","No",0,0,0,0,""
"XAPD",1009650,269077,"NYCEEC","Riverdale Y Early Childhood Program","","5625 Arlington Ave","X",10471,"347-913-4445","mfinkel@riverdaley.org","http://riverdaley.org",1,36,7,3,"10XAPD","apply","8:45 a.m","Yes","Yes",0,0,0,1,""
"XAPE",1009812,259691,"NYCEEC","Spuyten Duyvil Preschool","","3041 Kingsbridge Ave","X",10463,"718-549-1525","director@spuytenduyvilpreschool.org","http://spuytenduyvilpreschool.org",1,40,7,7,"10XAPE","apply","8:40 a.m","Yes","Yes",0,0,0,0,""
"XAPH",1013188,251996,"NYCEEC","Round The Clock Nursery","","2380 Marion Ave","X",10458,"718-329-6023","faith.shein@oundtheclocknursery.org","http://roundtheclocknursery.org",1,120,3,7,"10XAPH","apply","8:30 a.m","Yes","Yes",0,0,0,0,""
"XAPI",1010129,253401,"NYCEEC","St. Dominic?s Torch","","2340 Andrews Ave","X",10468,"718-365-7238","erosally@sdomhome.org","http://stdominicshome.org",1,26,2,2,"10XAPI","apply","8:00 a.m","No","No",0,0,0,0,""
"XAPK",1013186,249763,"NYCEEC","Salvation Army - Tremont","","2121 Washington Ave","X",10457,"718-563-1530","cecil.hodge@use.salvationarmy.org","http://salvationarmy.org",1,51,3,3,"10XAPK","apply","Contact program about start time","Contact program about extended hours","Contact program about extended hours",0,0,0,1,""
"XAPN",1012478,253691,"NYCEEC","1199 Future Of America Learning Center","","2500 Creston Ave","X",10468,"718-562-2915","erica.vincenty@1199ccc.org","http://childcarecorp.org/falc",1,60,7,6,"10XAPN","apply","9:30 a.m","Yes","Yes",0,0,0,0,""
"XAPP",1022819,251399,"NYCEEC","Bronx House 1","","990 Pelham Pkwy South","X",10461,"718-792-1800","serene@bronxhouse.org","http://bronxhouse.org",1,90,5,1,"11XAPP","apply","8:30 a.m","Yes","Yes",0,0,0,0,""
"XAPQ",1021784,252051,"NYCEEC","Bronx House 2","","2222 Wallace Ave","X",10467,"718-792-1800","serene@bronxhouse.org","http://bronxhouse.org",1,72,5,7,"11XAPQ","apply","8:00 a.m","No","No",0,0,0,0,""
"XAPT",1027284,264123,"NYCEEC","Little Stars School, Inc.","","4063 Edson Ave","X",10466,"718-994-0604","lstars1010@aol.com","",1,76,3,7,"11XAPT","apply","8:00 a.m","Yes","Yes",0,0,0,0,""
"XAPU",1023021,263428,"NYCEEC","North Bronx Ncnw CDC","","4035 White Plns Rd","X",10466,"718-231-7100","rdavis82@gmail.com","",1,81,3,3,"11XAPU","apply","8:00 a.m","Yes","Yes",0,1,0,1,""
"XAPV",1026634,263877,"NYCEEC","Rainbow Rhymes Learning Center","","4041 Bruner Ave","X",10466,"718-882-2388","rrlcbest@yahoo.com","",1,18,5,9,"11XAPV","apply","Contact program about start time","Yes","Yes",0,0,0,0,""
"XAPW",1024391,261850,"NYCEEC","United Educare Preschool","","3950 Bronxwood Ave","X",10466,"718-882-4706","ueccc@aol.com","",1,54,3,6,"11XAPW","apply","8:00 a.m","Yes","Yes",209,0,0,0,""
"XAPX",1021942,261246,"NYCEEC","Williamsbridge Naacp Early Childhood Education Center","","670 East 219th St","X",10467,"718-798-1262","willmsbrdgeecec@aol.com","http://williamsbridge-ecec.org",1,54,2,3,"11XAPX","apply","8:00 a.m","No","No",0,0,0,0,""
"XAPY",1027010,262121,"NYCEEC","Susan Wagner Day Care","","1140 East 229th St","X",10466,"718-547-1735","laura7r@aol.com","",1,66,3,7,"11XAPY","apply","8:00 a.m","Yes","Yes",0,0,0,1,""
"XAPZ",1020376,244553,"NYCEEC","St. Anthony I","","1750 Mansion St","X",10460,"718-823-7202","nsoto@cmcs.org","http://cmcs.org",2,54,3,2,"12XAPZ","apply","8:00 a.m","No","No",209,1,0,1,""
"XAQA",1014345,244075,"NYCEEC","Tremont Crotona","","1600 Crotona Park East","X",10460,"718-378-5600","virgo_karlene@yahoo.com","",1,54,3,7,"12XAQA","apply","8:00 a.m","No","Yes",209,1,0,1,""
"XAQH",1017459,246188,"NYCEEC","Phipps Neighborhood Lambert Early Childhood Education Center","","1005 East 179th St","X",10460,"718-364-2496","kmorris@phippsny.org","http://phippsny.org",1,30,5,9,"12XAQH","apply","Contact program about start time","Contact program about extended hours","Contact program about extended hours",0,0,0,0,""
"XAQK",1025045,258216,"NYCEEC","Saints Philip & James School","","1160 East 213th St","X",10469,"718-882-4576","catherine.lavelle@archny.org","http://spjschool.org",1,54,3,3,"11XAQK","apply","8:00 a.m","Yes","Yes",0,0,0,0,""
"XAQL",1024860,265557,"NYCEEC","Corry Academy","","4321 Barnes Ave","X",10466,"718-994-4650","marc.silva@archny.org","http://sfabx.com",1,156,3,3,"11XAQL","apply","7:45 a.m","Yes","Yes",0,0,0,0,""
"XAQS",1006704,261059,"NYCEEC","Happy Days At Riverdale","","2975 Independence Ave","X",10463,"718-601-1300","happydaysrd@gmail.com","http://renanimpreschool.com",1,18,3,3,"10XAQS","apply","Contact program about start time","Contact program about extended hours","Contact program about extended hours",0,0,0,0,""
"XAQY",1021233,258503,"NYCEEC","Susan Wagner Victory","","3440 White Plns Rd","X",10467,"718-655-5500","swagner3440@gmail.com","",1,31,3,7,"11XAQY","apply","9:00 a.m","Yes","Yes",0,1,0,1,""
"XAQZ",1006307,242701,"NYCEEC","Mid Bronx CCRP ECC 1","","1125 Grand Concourse","X",10452,"718-590-7014","mvanputten@midbronx.org","http://midbronx.org",1,108,3,6,"09XAQZ","apply","Contact program about start time","Contact program about extended hours","Contact program about extended hours",0,0,0,1,""
"XARA",1004188,237336,"NYCEEC","HCC Children's Center, Inc.","","475 Grand Concourse","X",10451,"718-518-4209","emoreira@hostos.cuny.edu","",3,36,5,9,"07XARA","info","9:00 a.m","No","No",0,0,0,0,""
"XARC",1012465,245969,"NYCEEC","Fulton ( Center #4 )","","1717 Fulton Ave","X",10457,"718-215-2020","bnixon@lapen.com","",1,54,3,6,"09XARC","apply","8:30 a.m","No","No",0,1,0,1,""
"XARD",1012610,247677,"NYCEEC","Bronx ELC","","1887 Bathgate Ave","X",10457,"718-466-3915","snissim@voa-gny.org","http://voa-gny.org",1,16,3,3,"09XARD","apply","8:40 a.m","No","No",209,0,1,0,""
"XARG",1017576,256812,"NYCEEC","Monsignor Boyle","","3044 Hull Ave","X",10467,"718-405-7824","rgershenlowy@cmcs.org","http://cmcs.org",1,56,3,3,"10XARG","apply","8:30 a.m","No","No",0,0,0,1,""
"XARH",1026113,237777,"NYCEEC","Leake And Watts Head Start","","2165 Randall Ave","X",10473,"718-829-9595","mmarrero@leakeandwatts.org","http://leakeandwatts.org",1,40,3,3,"08XARH","apply","8:00 a.m","No","No",0,0,0,1,""
"XARI",1013778,258009,"NYCEEC","Lehman College Childcare Center","","250 Bedford Park Blvd Westÿ","X",10468,"718-960-8746","jaci@imagineelc.com","http://imagineelc.com",1,18,7,9,"10XARI","apply","9:30 a.m","Yes","Yes",0,0,0,1,""
"XARJ",1025506,245112,"NYCEEC","Santa Maria School","","1651 Zerega Ave","X",10462,"718-863-5047","santamariaec@yahoo.com","http://santamariabronx.org",1,207,7,3,"11XARJ","apply","7:45 a.m","Yes","Yes",0,1,0,0,""
"XARK",1005170,244756,"NYCEEC","Sacred Heart Head Start","","95 West 168th St","X",10452,"718-293-2006","mserrano@cmcs.org","http://cmcs.org",2,54,3,3,"09XARK","apply","8:00 a.m","No","No",0,0,0,1,""
"XARM",1011807,236731,"NYCEEC","Trabajamos Community Head Start","","940 East 156th St","X",10455,"917-259-7081","pcordero.trabajamos@gmail.com","",1,18,3,6,"08XARM","apply","Contact program about start time","Contact program about extended hours","Contact program about extended hours",0,0,0,1,""
"XARN",1009670,248955,"NYCEEC","Trabajamos Community Head Start","","1905 Morris Ave","X",10453,"917-259-7081","pcordero.trabajamos@gmail.com","",1,29,3,6,"09XARN","apply","Contact program about start time","Contact program about extended hours","Contact program about extended hours",0,0,0,1,""
"XARO",1016172,249507,"NYCEEC","Trabajamos Community Head Start","","2260 Crotona Ave","X",10457,"917-259-7081","pcordero.trabajamos@gmail.com","",1,23,3,7,"10XARO","apply","Contact program about start time","Contact program about extended hours","Contact program about extended hours",0,0,0,1,""
"XARP",1029305,240511,"NYCEEC","Just 4 Kids Monsignor Scanlan","","955 Hutchinson Riv Pkwy","X",10465,"917-217-1781","djust4kids@aol.com","",1,18,3,3,"08XARP","apply","8:00 a.m","No","Yes",0,0,0,0,""
"XARQ",1030787,256520,"NYCEEC","Learning Ladder DCC","","100 Aldrich St","X",10475,"718-618-0782","madelinaenriquez@allcareps.org","http://allcareps.org",1,36,3,6,"11XARQ","apply","8:30 a.m","Yes","Yes",0,0,0,0,""
"XARR",1030173,246870,"NYCEEC","Kiderific Nursery School, Inc.","","1621 Pilgrim Ave","X",10461,"718-518-7170","kiderific@gmail.com","http://kiderific.com",1,26,3,3,"08XARR","apply","8:45 a.m","No","No",0,0,0,0,""
"XARV",1013316,247703,"NYCEEC","Bronx DCC Inc.","","559 East Tremont Ave","X",10457,"646-384-4222","asad4222@gmail.com","",1,18,2,2,"10XARV","apply","8:30 a.m","No","No",0,0,0,0,""
